============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Layer 1(  20 mm) =========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  237  2 .3392647E+07   2000000E+02 -.6607E+06  .2334E+07   .9993132 -.0037004  .0368702
T  238  2 .3291323E+07   2000000E+02 -.2032E+07 -.7595E+06   .9996731 -.0248209 -.0061257
T  239  2 .3294940E+07   2000000E+02  .8857E+07  .8863E+07   .9887533  .1111475  .1000662
T  240  2 .3324010E+07   2000000E+02 -.1158E+07  .3121E+07   .9990716 -.0235087  .0361010
T  241  2 .3336704E+07   2000000E+02 -.1154E+07 -.1119E+07   .9998204 -.0091799 -.0165817
T  242  2 .3354118E+07   2000000E+02 -.1249E+05  .7080E+05   .9999844 -.0018340  .0052716
T  243  2 .3285695E+07   2000000E+02  .2080E+07 -.1752E+07   .9998511  .0158338 -.0068533
T  244  2 .3371277E+07   2000000E+02  .1263E+07 -.2611E+06   .9997150  .0221288  .0089620
T  245  2 .3396470E+07   2000000E+02 -.9859E+05 -.4723E+06   .9999137 -.0120657  .0051944
T  246  2 .3329895E+07   2000000E+02  .1716E+07 -.3186E+06   .9999707  .0076484 -.0003966
T  247  2 .3402352E+07   2000000E+02 -.5772E+06  .7048E+06   .9999500 -.0098677 -.0016016
T  248  2 .3344001E+07   2000000E+02  .9152E+06  .9174E+06   .9998543  .0124011  .0117298
T  249  2 .3339086E+07   2000000E+02  .3284E+07 -.9832E+06   .9993932  .0177382 -.0299776
T  250  2 .3356528E+07   2000000E+02 -.6754E+06 -.1674E+07   .9999135 -.0025916 -.0128934
T  251  2 .3357907E+07   2000000E+02 -.3865E+07  .2573E+07   .9995767 -.0239898  .0164598
T  252  2 .3342449E+07   2000000E+02 -.2568E+06 -.8374E+06   .9995389 -.0288268 -.0095347
T  253  2 .3326470E+07   2000000E+02 -.2118E+07 -.1122E+06   .9993022 -.0302329 -.0219338
T  254  2 .3293863E+07   2000000E+02 -.7781E+06  .8596E+06   .9999601 -.0063335 -.0063060
T  255  2 .3397622E+07   2000000E+02 -.1984E+07  .1264E+07   .9996763 -.0236242  .0094440
T  256  2 .3322727E+07   2000000E+02  .3821E+05  .7146E+06   .9999942 -.0022568  .0025545
T  257  2 .3326149E+07   2000000E+02 -.5508E+06 -.6185E+05   .9998775 -.0150027  .0044516
T  258  2 .3342814E+07   2000000E+02 -.2390E+06 -.1133E+07   .9997213 -.0051714 -.0230359
T  259  2 .3314964E+07   2000000E+02  .1292E+07 -.2313E+07   .9997373  .0127034 -.0190755
T  260  2 .3342625E+07   2000000E+02 -.5268E+06  .1867E+07   .9997870 -.0183195  .0095103
T  261  2 .3366430E+07   2000000E+02  .1894E+07 -.2890E+07   .9990497  .0227433 -.0371802
T  262  2 .3356789E+07   2000000E+02 -.9503E+06 -.7760E+06   .9994792 -.0271025 -.0175166
T  263  2 .3323778E+07   2000000E+02 -.1178E+07 -.1598E+07   .9998701 -.0152706  .0051544
T  264  2 .3387408E+07   2000000E+02  .2072E+07 -.2436E+07   .9997540  .0206513 -.0080859
T  265  2 .3317632E+07   2000000E+02  .7387E+06 -.3024E+07   .9996856  .0063582 -.0242544
T  266  2 .3288685E+07   2000000E+02 -.3301E+07 -.5109E+06   .9996801 -.0250902  .0032010
T  267  2 .3382421E+07   2000000E+02  .5882E+07  .6959E+07   .9946489  .0765349  .0693976
T  268  2 .3346330E+07   2000000E+02 -.1577E+07  .1023E+07   .9997933 -.0203140  .0008653
T  269  2 .3388264E+07   2000000E+02  .7910E+06 -.2166E+06   .9999439 -.0001486 -.0105879
T  270  2 .3301623E+07   2000000E+02  .7464E+06 -.1114E+07   .9998210  .0050276 -.0182425
T  271  2 .3339932E+07   2000000E+02  .1540E+07  .5587E+06   .9999577  .0079614 -.0046092
T  272  2 .3294674E+07   2000000E+02 -.1879E+07  .2814E+07   .9992921 -.0253096  .0278355
T  273  2 .3349582E+07   2000000E+02 -.3369E+07 -.6165E+06   .9992983 -.0352898 -.0125505
T  274  2 .3345298E+07   2000000E+02  .8202E+06 -.3189E+06   .9999961 -.0025983  .0010287
T  275  2 .3371916E+07   2000000E+02 -.9425E+06 -.5603E+06   .9999258 -.0077587 -.0093882
T  276  2 .3338341E+07   2000000E+02 -.2532E+06 -.1989E+05   .9999716 -.0075392 -.0002428
T  277  2 .3333690E+07   2000000E+02  .4818E+06  .9301E+06   .9999988 -.0000142  .0015441
T  278  2 .3330047E+07   2000000E+02 -.3558E+07 -.1438E+07   .9996428 -.0267240  .0003491
T  279  2 .3358132E+07   2000000E+02 -.5333E+06  .1375E+07   .9999658  .0036435  .0074258
T  280  2 .3295360E+07   2000000E+02 -.7480E+06 -.1553E+07   .9997879 -.0087015 -.0186642
T  281  2 .3312915E+07   2000000E+02 -.2505E+07  .5784E+06   .9998575 -.0152307  .0072742
T  282  2 .3340271E+07   2000000E+02  .8831E+06  .7985E+06   .9998932  .0127678  .0071148
T  283  2 .3358353E+07   2000000E+02 -.3570E+07 -.5489E+06   .9993807 -.0325851 -.0132793
T  284  2 .3360393E+07   2000000E+02  .8300E+06  .2658E+07   .9993474  .0276933  .0231926
T  285  2 .3372410E+07   2000000E+02 -.5374E+05  .2758E+07   .9994792  .0127160  .0296585
T  286  2 .3240641E+07   2000000E+02 -.1531E+07  .1170E+07   .9997287 -.0232917 -.0002889
T  287  2 .3341749E+07   2000000E+02  .5040E+07  .7836E+07   .9954850  .0355448  .0880126
T  288  2 .3367882E+07   2000000E+02 -.1916E+06 -.7250E+06   .9999215 -.0112807  .0054443
T  289  2 .3353098E+07   2000000E+02  .2258E+07 -.2589E+07   .9995556  .0284896 -.0087742
T  290  2 .3356054E+07   2000000E+02  .2119E+07 -.5400E+06   .9998723  .0136969 -.0082292
T  291  2 .3404551E+07   2000000E+02  .2048E+07  .2228E+07   .9995595  .0234385  .0182047
T  292  2 .3317189E+07   2000000E+02 -.4191E+06  .6001E+06   .9999276 -.0099317  .0067898
T  293  2 .3315048E+07   2000000E+02 -.3459E+07 -.2156E+06   .9991202 -.0418345 -.0029330
T  294  2 .3318246E+07   2000000E+02  .1268E+07 -.1489E+07   .9998013 -.0018576 -.0198491
T  295  2 .3352081E+07   2000000E+02  .2174E+07  .1479E+07   .9998815  .0137456  .0069340
T  296  2 .3309396E+07   2000000E+02  .1696E+07 -.3987E+06   .9996446  .0197047 -.0179546
T  297  2 .3316108E+07   2000000E+02 -.9388E+06  .1061E+07   .9994340 -.0281636  .0183954
T  298  2 .3367608E+07   2000000E+02  .1035E+07  .1194E+07   .9999156  .0090171  .0093532
T  299  2 .3334529E+07   2000000E+02  .6829E+06  .3216E+07   .9997510 -.0073037  .0210856
T  300  2 .3295189E+07   2000000E+02 -.2264E+05 -.2102E+07   .9995687  .0159293 -.0246730
T  301  2 .3305347E+07   2000000E+02 -.1829E+07  .1441E+07   .9996341 -.0091271  .0254644
T  302  2 .3305352E+07   2000000E+02 -.3741E+06  .6570E+06   .9998824 -.0089400  .0124598
T  303  2 .3313865E+07   2000000E+02 -.5059E+06  .7806E+06   .9999933  .0007691  .0035747
T  304  2 .3341675E+07   2000000E+02 -.2082E+07  .1180E+07   .9981609 -.0602836 -.0063743
T  305  2 .3297493E+07   2000000E+02 -.6664E+06 -.1370E+06   .9998777  .0138273  .0073110
T  306  2 .3324348E+07   2000000E+02 -.1041E+07  .1652E+07   .9998868 -.0063612  .0136390
T  307  2 .3424321E+07   2000000E+02  .1611E+06  .7995E+06   .9999971  .0023918  .0001277
T  308  2 .3372252E+07   2000000E+02  .2676E+06  .2029E+06   .9999780  .0004899  .0066160
T  309  2 .3326668E+07   2000000E+02  .7461E+06  .1286E+06   .9999846 -.0039424  .0039007
T  310  2 .3263252E+07   2000000E+02 -.2250E+06 -.3876E+05   .9999947  .0019521  .0026081
T  311  2 .3338795E+07   2000000E+02 -.2007E+07 -.2048E+07   .9997567 -.0134977 -.0174461
T  312  2 .3349541E+07   2000000E+02  .9351E+06  .3846E+06   .9998581  .0148348  .0079796
T  313  2 .3389617E+07   2000000E+02 -.5805E+06  .2137E+07   .9998281 -.0111656  .0148036
T  314  2 .3340149E+07   2000000E+02 -.1436E+07  .2435E+07   .9999237 -.0005884  .0123351
T  315  2 .3413552E+07   2000000E+02 -.2030E+07  .8285E+06   .9997179 -.0224935  .0076326
T  316  2 .3310722E+07   2000000E+02  .2214E+06  .5452E+06   .9999482  .0096200 -.0033343
T  317  2 .3313107E+07   2000000E+02  .4628E+06  .8918E+06   .9996419 -.0031548  .0265727
T  318  2 .3353167E+07   2000000E+02 -.2849E+05 -.3030E+06   .9999065 -.0048720 -.0127810
T  319  2 .3310059E+07   2000000E+02 -.2788E+06  .7815E+06   .9999727 -.0066607 -.0031915
T  320  2 .3386774E+07   2000000E+02 -.1116E+07  .4127E+06   .9999575 -.0077034 -.0050693
T  321  2 .3321851E+07   2000000E+02 -.1011E+07 -.4873E+06   .9998811 -.0063482 -.0140548
T  322  2 .3375034E+07   2000000E+02  .2055E+07  .2359E+07   .9995512  .0236394  .0183979
T  323  2 .3338603E+07   2000000E+02  .9873E+06  .1390E+07   .9996213  .0211061  .0176570
T  324  2 .3320022E+07   2000000E+02 -.2896E+06 -.2745E+05   .9999157 -.0114800  .0060604
T  325  2 .3367700E+07   2000000E+02 -.2146E+06  .1293E+07   .9999956 -.0003560 -.0029464
T  326  2 .3345069E+07   2000000E+02  .1472E+07  .9396E+06   .9999420  .0101540  .0035774
T  327  2 .3377294E+07   2000000E+02  .7442E+06  .4075E+06   .9999690  .0072764 -.0030180
T  328  2 .3330844E+07   2000000E+02  .2644E+06 -.2614E+06   .9998756  .0050065  .0149549
T  329  2 .3308996E+07   2000000E+02  .5699E+06  .1197E+07   .9999846 -.0006657  .0055042
T  330  2 .3299015E+07   2000000E+02 -.3901E+06 -.3357E+06   .9999342 -.0106588  .0042385
T  331  2 .3261387E+07   2000000E+02  .1372E+07 -.1350E+07   .9998312  .0157117 -.0095242
T  332  2 .3338194E+07   2000000E+02  .1246E+07 -.1407E+07   .9999140  .0053840 -.0119572
T  333  2 .3331252E+07   2000000E+02  .1442E+07 -.9818E+06   .9998120  .0142479 -.0131518
T  334  2 .3384432E+07   2000000E+02  .1311E+07  .2268E+06   .9998872  .0140775  .0052356
T  335  2 .3326957E+07   2000000E+02  .3099E+06 -.8035E+06   .9999955  .0028748  .0008283
T  336  2 .3362967E+07   2000000E+02  .1984E+06 -.1184E+06   .9999696  .0073180  .0026866
T  337  2 .3323601E+07   2000000E+02  .8256E+06  .4114E+06   .9998682  .0086811  .0137225
T  338  2 .3314444E+07   2000000E+02  .1054E+07 -.2002E+07   .9996659  .0202741 -.0160300
T  339  2 .3380868E+07   2000000E+02 -.5325E+06 -.8945E+06   .9999575 -.0091891 -.0007233
T  340  2 .3334207E+07   2000000E+02  .6208E+06  .1647E+07   .9995588  .0169112  .0244171
T  341  2 .3307822E+07   2000000E+02 -.5721E+06 -.6396E+06   .9999655 -.0081583 -.0015491
T  342  2 .3263558E+07   2000000E+02 -.1468E+07  .2511E+07   .9994946 -.0044884  .0314719
T  343  2 .3346990E+07   2000000E+02  .9614E+07  .4264E+06   .9924523  .1219870  .0125515
T  344  2 .3317558E+07   2000000E+02 -.1501E+06  .4081E+06   .9999845  .0049359 -.0025934
T  345  2 .3337147E+07   2000000E+02 -.9861E+06  .1391E+07   .9998710 -.0104707  .0121807
T  346  2 .3366555E+07   2000000E+02 -.2119E+07  .4754E+07   .9994994 -.0029369  .0314999
T  347  2 .3346575E+07   2000000E+02  .6797E+06 -.1867E+07   .9990915 -.0131440 -.0405401
T  348  2 .3326592E+07   2000000E+02 -.2333E+07  .1123E+07   .9995894 -.0216219  .0188006
T  349  2 .3350823E+07   2000000E+02  .7811E+06  .1801E+07   .9999479  .0070528  .0073750
T  350  2 .3354522E+07   2000000E+02  .1022E+06 -.3949E+06   .9999438  .0037878 -.0099013
T  351  2 .3333511E+07   2000000E+02 -.8325E+07 -.6173E+06   .9983411 -.0570342 -.0078784
T  352  2 .3341372E+07   2000000E+02  .2772E+07 -.5295E+06   .9995058  .0312969 -.0029329
T  353  2 .3348746E+07   2000000E+02 -.5544E+06  .7590E+06   .9999691 -.0058170 -.0052906
T  354  2 .3371294E+07   2000000E+02 -.3217E+06  .3001E+07   .9992024 -.0237933  .0320685
T  355  2 .3327563E+07   2000000E+02  .1355E+07 -.1028E+06   .9996590  .0247893  .0082102
T  356  2 .3314825E+07   2000000E+02 -.1915E+07  .3376E+06   .9998822 -.0128788  .0083475
T  357  2 .3360762E+07   2000000E+02 -.1113E+07  .1933E+06   .9998225 -.0172573 -.0075596
T  358  2 .3249319E+07   2000000E+02  .1363E+05 -.5479E+06   .9999235  .0045948 -.0114830
T  359  2 .3329731E+07   2000000E+02 -.1772E+06  .3623E+06   .9998340 -.0177898  .0039402
T  360  2 .3273965E+07   2000000E+02 -.1738E+07 -.2423E+07   .9999127 -.0123806 -.0046173
T  361  2 .3298790E+07   2000000E+02  .1355E+07 -.3074E+07   .9972823  .0265199 -.0687360
T  362  2 .3310220E+07   2000000E+02 -.9254E+06  .1344E+07   .9998557 -.0074209  .0152838
T  363  2 .3408658E+07   2000000E+02 -.6022E+07 -.8726E+07   .9975937 -.0370175 -.0586210
T  364  2 .3341965E+07   2000000E+02  .1552E+07 -.1947E+07   .9999984  .0002550 -.0017530
T  365  2 .3405827E+07   2000000E+02 -.1364E+06  .1486E+07   .9994087  .0271092  .0211512
T  366  2 .3319136E+07   2000000E+02 -.7974E+06  .2586E+07   .9993393 -.0284439  .0226262
T  367  2 .3338986E+07   2000000E+02 -.3278E+07 -.3564E+06   .9995386 -.0300588  .0043745
T  368  2 .3344514E+07   2000000E+02  .1862E+06 -.1105E+06   .9998897  .0006493 -.0148407
T  369  2 .3312217E+07   2000000E+02 -.5238E+06 -.4825E+06   .9996114 -.0265185 -.0085906
T  370  2 .3324323E+07   2000000E+02  .7465E+06 -.3808E+06   .9999302  .0011210 -.0117592
T  371  2 .3309198E+07   2000000E+02  .1524E+06  .1768E+06   .9999478  .0072149 -.0072309
T  372  2 .3274244E+07   2000000E+02 -.6729E+06  .1277E+07   .9998646 -.0003073  .0164516
T  373  2 .3354607E+07   2000000E+02  .1916E+07 -.1324E+07   .9996788  .0232492  .0100908
T  374  2 .3319388E+07   2000000E+02  .1252E+07 -.1314E+06   .9999183  .0127507 -.0008812
T  375  2 .3368482E+07   2000000E+02  .7154E+05  .2076E+07   .9996182  .0147169  .0233834
T  376  2 .3326097E+07   2000000E+02 -.4129E+07  .7908E+06   .9991864 -.0398249  .0063716
T  377  2 .3326232E+07   2000000E+02  .8737E+06 -.1177E+07   .9999211  .0099650 -.0076416
T  378  2 .3339861E+07   2000000E+02 -.9213E+06 -.2015E+07   .9993444 -.0161062 -.0324256
T  379  2 .3320088E+07   2000000E+02  .1419E+07  .8110E+06   .9998927  .0136001  .0054378
T  380  2 .3389003E+07   2000000E+02 -.2255E+07  .6697E+06   .9995479 -.0281812  .0104793
T  381  2 .3362578E+07   2000000E+02  .1934E+07 -.5761E+06   .9998735  .0152199  .0046202
T  382  2 .3299930E+07   2000000E+02 -.1619E+07 -.7259E+06   .9999809 -.0061685  .0004181
T  383  2 .3338095E+07   2000000E+02 -.6801E+06 -.1454E+06   .9999814 -.0012407  .0059720
T  384  2 .3383505E+07   2000000E+02  .1812E+07 -.3016E+06   .9998491  .0165221 -.0053741
T  385  2 .3370125E+07   2000000E+02 -.6522E+06  .7572E+06   .9993828 -.0194747  .0292365
T  386  2 .3310416E+07   2000000E+02 -.9513E+06  .1634E+07   .9999430 -.0071737  .0079089
T  387  2 .3340153E+07   2000000E+02  .9073E+06  .5185E+05   .9999979  .0012086 -.0016523
T  388  2 .3358987E+07   2000000E+02 -.7394E+06  .2120E+07   .9997886  .0036484  .0202355
T  389  2 .3342083E+07   2000000E+02 -.1032E+07  .8165E+06   .9998050 -.0197078  .0012671
T  390  2 .3305226E+07   2000000E+02 -.9321E+06  .1603E+03   .9997501 -.0095110 -.0202285
T  391  2 .3310660E+07   2000000E+02  .4398E+06  .9914E+06   .9999744 -.0004127  .0071485
T  392  2 .3315287E+07   2000000E+02 -.2609E+07  .4614E+06   .9996259 -.0270129  .0042869
T  393  2 .3361134E+07   2000000E+02 -.2143E+07  .3930E+07   .9993591 -.0177409  .0310900
T  394  2 .3289723E+07   2000000E+02  .6733E+06 -.5387E+06   .9998679  .0129549 -.0098170
T  395  2 .3319689E+07   2000000E+02  .8569E+06 -.1900E+07   .9999063 -.0067155 -.0119301
T  396  2 .3280961E+07   2000000E+02  .1433E+07  .4510E+06   .9998088  .0173080  .0091028
T  397  2 .3355067E+07   2000000E+02  .3896E+04  .1491E+07   .9999429 -.0008484  .0106548
T  398  2 .3374663E+07   2000000E+02  .9775E+06  .2334E+07   .9995697 -.0201854  .0212808
T  399  2 .3336572E+07   2000000E+02 -.9103E+06  .1849E+07   .9996336 -.0084487  .0257152
T  400  2 .3345414E+07   2000000E+02  .1178E+07  .7380E+05   .9996809  .0190638 -.0165703
T  401  2 .3342816E+07   2000000E+02 -.3285E+07 -.5602E+06   .9998077 -.0193868 -.0029483
T  402  2 .3335590E+07   2000000E+02 -.5254E+06 -.1480E+07   .9997542 -.0161639 -.0151760
T  403  2 .3299277E+07   2000000E+02 -.1135E+06  .1164E+07   .9999207 -.0006122  .0125772
T  404  2 .3322004E+07   2000000E+02  .2927E+07 -.1769E+07   .9995159  .0232128 -.0207131
T  405  2 .3346805E+07   2000000E+02  .2455E+06  .1749E+06   .9999531 -.0008357 -.0096482
T  406  2 .3348425E+07   2000000E+02  .5631E+06 -.1009E+07   .9999358  .0011410 -.0112697
T  407  2 .3374135E+07   2000000E+02 -.1798E+07 -.2980E+07   .9998181 -.0131112 -.0138532
T  408  2 .3361907E+07   2000000E+02 -.8715E+06  .1144E+06   .9998176 -.0189996 -.0019491
T  409  2 .3315773E+07   2000000E+02  .3053E+07 -.9866E+07   .9984925  .0219547 -.0503070
T  410  2 .3354185E+07   2000000E+02 -.9963E+06  .1237E+07   .9999510 -.0093971  .0031004
T  411  2 .3408395E+07   2000000E+02 -.7715E+06 -.1144E+07   .9998154  .0025526 -.0190433
T  412  2 .3330537E+07   2000000E+02  .4643E+05  .6825E+04   .9999834  .0032244 -.0047682
T  413  2 .3389223E+07   2000000E+02  .4293E+06  .5632E+04   .9999018  .0054621 -.0129072
T  414  2 .3326213E+07   2000000E+02  .4319E+06  .2441E+07   .9998504  .0081878  .0152361
T  415  2 .3327776E+07   2000000E+02 -.8192E+06 -.2334E+06   .9998460  .0175438  .0004653
T  416  2 .3340467E+07   2000000E+02  .2004E+07 -.9374E+07   .9949513  .0200623 -.0983337
T  417  2 .3387041E+07   2000000E+02  .1093E+07  .1026E+07   .9998529  .0129756  .0112141
T  418  2 .3316220E+07   2000000E+02  .4161E+06  .1903E+07   .9998841  .0088999  .0123541
T  419  2 .3311933E+07   2000000E+02 -.2371E+07 -.2219E+06   .9995755 -.0215212  .0196382
T  420  2 .3367738E+07   2000000E+02  .2766E+07  .2637E+06   .9965850  .0825656 -.0010898
T  421  2 .3366826E+07   2000000E+02 -.1359E+06 -.1975E+07   .9995702 -.0103114 -.0274422
T  422  2 .3338608E+07   2000000E+02 -.1655E+07  .6016E+06   .9998502 -.0157419  .0071977
T  423  2 .3355543E+07   2000000E+02 -.1571E+07 -.6684E+05   .9991778 -.0389961 -.0110931
T  424  2 .3425853E+07   2000000E+02 -.5690E+06 -.9700E+06   .9999934  .0009265 -.0035055
T  425  2 .3271048E+07   2000000E+02 -.1867E+07  .8455E+06   .9997487 -.0224170 -.0002929
T  426  2 .3363056E+07   2000000E+02  .1040E+07 -.1799E+07   .9997459  .0198859 -.0106121
T  427  2 .3308730E+07   2000000E+02 -.1658E+07 -.3565E+06   .9998685 -.0162025  .0006435
T  428  2 .3293375E+07   2000000E+02 -.1611E+07 -.1337E+06   .9999362 -.0097373 -.0057222
T  429  2 .3322343E+07   2000000E+02 -.4494E+06 -.1597E+07   .9993323 -.0067465  .0359081
T  430  2 .3431915E+07   2000000E+02  .8437E+05  .3627E+07   .9997262  .0014770  .0233507
T  431  2 .3427142E+07   2000000E+02  .2763E+06  .6241E+06   .9999680 -.0078857 -.0013335
T  432  2 .3337108E+07   2000000E+02  .7246E+06  .1130E+06   .9999230  .0123733 -.0009964
T  433  2 .3421474E+07   2000000E+02 -.7853E+06  .2223E+07   .9999554 -.0073250  .0059559
T  434  2 .3354691E+07   2000000E+02 -.1296E+07  .1155E+07   .9998574 -.0002628  .0168863
T  435  2 .3309108E+07   2000000E+02  .1426E+07  .8147E+05   .9998396  .0168288  .0061250
T  436  2 .3382370E+07   2000000E+02  .6893E+06  .1956E+07   .9995620 -.0076407  .0285892
T  437  2 .3323502E+07   2000000E+02  .5300E+06  .9555E+06   .9999784 -.0001187  .0065776
T  438  2 .3346050E+07   2000000E+02 -.5052E+06 -.3247E+06   .9999584  .0020350  .0088963
T  439  2 .3296474E+07   2000000E+02  .6861E+06  .7925E+06   .9999274 -.0058280  .0105444
T  440  2 .3319770E+07   2000000E+02 -.2408E+06 -.7559E+06   .9999996  .0009034 -.0000602
T  441  2 .3311632E+07   2000000E+02 -.8307E+06 -.1143E+07   .9999278 -.0004954 -.0120098
T  442  2 .3366789E+07   2000000E+02 -.1837E+07 -.1064E+06   .9997828 -.0202908  .0047511
T  443  2 .3309126E+07   2000000E+02 -.2329E+07  .1506E+06   .9995118 -.0303370 -.0074680
T  444  2 .3288248E+07   2000000E+02  .4208E+06  .1015E+07   .9999469  .0101179  .0019407
T  445  2 .3340079E+07   2000000E+02  .6940E+06 -.1141E+06   .9999447  .0073462  .0075266
T  446  2 .3374425E+07   2000000E+02 -.6940E+06  .7468E+06   .9999247 -.0077835 -.0094829
T  447  2 .3307410E+07   2000000E+02 -.8333E+06  .6886E+06   .9999348 -.0022786  .0111850
T  448  2 .3358411E+07   2000000E+02 -.1760E+07  .3421E+06   .9999229 -.0122300 -.0021335
T  449  2 .3337015E+07   2000000E+02 -.1421E+07 -.1326E+07   .9996333 -.0245514 -.0114204
T  450  2 .3389386E+07   2000000E+02 -.2603E+07 -.4286E+06   .9998926 -.0146460  .0005930
T  451  2 .3307676E+07   2000000E+02 -.3967E+07 -.1787E+07   .9995258 -.0285209 -.0116077
T  452  2 .3360138E+07   2000000E+02 -.3128E+06  .1891E+07   .9999678 -.0010382  .0079591
T  453  2 .3316661E+07   2000000E+02 -.9199E+06 -.1666E+07   .9998064 -.0139668 -.0138609
T  454  2 .3383537E+07   2000000E+02  .1714E+07 -.9351E+06   .9998151  .0105596 -.0160719
T  455  2 .3344874E+07   2000000E+02  .9240E+06  .1166E+07   .9998274  .0011779  .0185400
T  456  2 .3296728E+07   2000000E+02  .8988E+06 -.3597E+07   .9996296  .0060793 -.0265278
T  457  2 .3384300E+07   2000000E+02 -.2170E+06 -.2416E+07   .9999349 -.0049583 -.0102796
T  458  2 .3379258E+07   2000000E+02 -.1299E+07 -.3283E+07   .9993720 -.0164339 -.0313942
T  459  2 .3316423E+07   2000000E+02  .6622E+06 -.5983E+06   .9999499  .0096250  .0027359
T  460  2 .3372488E+07   2000000E+02 -.1452E+06 -.1125E+07   .9999730 -.0013360 -.0072279
T  461  2 .3342443E+07   2000000E+02  .1356E+05  .1391E+07   .9999604  .0031921  .0083037
T  462  2 .3310531E+07   2000000E+02 -.8846E+06 -.1565E+07   .9993651 -.0266118 -.0236882
T  463  2 .3364043E+07   2000000E+02  .9468E+06  .2258E+07   .9994227  .0176406  .0290361
T  464  2 .3360294E+07   2000000E+02  .3073E+07 -.7415E+07   .9989200  .0193402 -.0422459
T  465  2 .3351480E+07   2000000E+02 -.2825E+06 -.1109E+06   .9999970 -.0014966  .0019517
T  466  2 .3292995E+07   2000000E+02  .6227E+06 -.3514E+06   .9999031  .0077901  .0115337
T  467  2 .3347359E+07   2000000E+02 -.8826E+06 -.2798E+06   .9998550 -.0076847 -.0151959
T  468  2 .3253711E+07   2000000E+02 -.1097E+07  .9236E+06   .9990653 -.0411848  .0131263
T  469  2 .3343766E+07   2000000E+02  .1952E+07  .1050E+07   .9996882  .0079598  .0236658
T  470  2 .3296450E+07   2000000E+02 -.3355E+07  .5452E+07   .9987575 -.0241768  .0435772
T  471  2 .3346848E+07   2000000E+02 -.3980E+05  .1492E+06   .9999975  .0018911 -.0011625
T  472  2 .3341164E+07   2000000E+02 -.2635E+07 -.1779E+07   .9996034 -.0263879 -.0098299
T  473  2 .3390086E+07   2000000E+02 -.1078E+07  .1015E+07   .9999292 -.0107192  .0051695
T  474  2 .3367281E+07   2000000E+02 -.7423E+05  .7740E+06   .9999554 -.0090779 -.0025999
T  475  2 .3335211E+07   2000000E+02  .7053E+06 -.6704E+06   .9998067 -.0045254 -.0191349
T  476  2 .3344589E+07   2000000E+02 -.2872E+07 -.6838E+06   .9997974 -.0199517 -.0026536
T  477  2 .3307812E+07   2000000E+02  .1848E+07 -.4312E+07   .9998039  .0134445 -.0145404
T  478  2 .3310085E+07   2000000E+02  .4510E+06  .1791E+06   .9999883  .0047336 -.0009978
T  479  2 .3340097E+07   2000000E+02  .9176E+06 -.3954E+06   .9998905  .0144781  .0030556
T  480  2 .3344838E+07   2000000E+02  .1242E+07 -.1088E+07   .9998426  .0174410 -.0032617
T  481  2 .3296012E+07   2000000E+02  .4535E+07 -.3191E+06   .9995483  .0296204 -.0050812
T  482  2 .3356796E+07   2000000E+02 -.6099E+06 -.5197E+05   .9999105 -.0012906 -.0133166
T  483  2 .3304037E+07   2000000E+02 -.7399E+06  .1255E+07   .9999004 -.0038474  .0135769
T  484  2 .3330249E+07   2000000E+02  .4531E+06 -.2296E+06   .9998798  .0132568  .0080427
T  485  2 .3324935E+07   2000000E+02 -.1427E+07  .2262E+06   .9999707  .0001519 -.0076471
T  486  2 .3347568E+07   2000000E+02 -.1570E+07 -.5353E+06   .9999635 -.0059474  .0061381
T  487  2 .3343040E+07   2000000E+02  .3595E+06 -.2027E+06   .9999969  .0014217 -.0020425
T  488  2 .3294491E+07   2000000E+02  .3067E+07  .7981E+06   .9995617  .0296005 -.0004094
T  489  2 .3300818E+07   2000000E+02  .1330E+06  .2576E+07   .9992207  .0031231  .0393469
T  490  2 .3313896E+07   2000000E+02 -.8702E+06  .5058E+06   .9999760 -.0066390  .0019653
T  491  2 .3303251E+07   2000000E+02 -.1433E+07  .9247E+06   .9989332 -.0448201  .0111197
T  492  2 .3357710E+07   2000000E+02  .2568E+06 -.1221E+07   .9999806  .0061761 -.0007535
T  493  2 .3361458E+07   2000000E+02 -.9638E+06  .3440E+07   .9996196  .0042255  .0272542
T  494  2 .3335777E+07   2000000E+02 -.5166E+07  .7447E+06   .9994853 -.0297604  .0119801
T  495  2 .3335876E+07   2000000E+02  .1724E+07  .4810E+06   .9999819  .0059126  .0010881
T  496  2 .3308798E+07   2000000E+02 -.1109E+07 -.1935E+06   .9999532 -.0075871 -.0059971
T  497  2 .3338141E+07   2000000E+02  .1553E+06  .4375E+04   .9998594  .0084136 -.0145075
