============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Layer 1(  17 mm) =========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  112  2 .3641066E+07   1700000E+02 -.7621E+06 -.3048E+06   .9999570 -.0091273 -.0016519
T  113  2 .3673943E+07   1700000E+02  .2335E+07  .1959E+07   .9995081  .0215492  .0227848
T  114  2 .3697372E+07   1700000E+02  .6186E+06  .6709E+06   .9999029  .0094130  .0102708
T  115  2 .3666574E+07   1700000E+02  .1745E+06 -.2676E+07   .9993580 -.0076600 -.0349992
T  116  2 .3707265E+07   1700000E+02  .2110E+06  .2498E+06   .9999760  .0005091  .0069055
T  117  2 .3685250E+07   1700000E+02 -.2106E+07  .7831E+06   .9995144 -.0245822  .0191475
T  118  2 .3698400E+07   1700000E+02 -.7408E+05  .3556E+05   .9999511  .0063497  .0075834
T  119  2 .3680327E+07   1700000E+02  .1091E+06 -.1603E+06   .9999924 -.0028281  .0026992
T  120  2 .3693813E+07   1700000E+02 -.2824E+06 -.1339E+07   .9997236 -.0180852 -.0150194
T  121  2 .3624642E+07   1700000E+02 -.1619E+07 -.5566E+06   .9997174 -.0224804 -.0077287
T  122  2 .3733219E+07   1700000E+02 -.5039E+06 -.6613E+05   .9999571 -.0042339 -.0082404
T  123  2 .3742333E+07   1700000E+02 -.1541E+07  .6507E+06   .9997715 -.0189776  .0098388
T  124  2 .3725827E+07   1700000E+02  .4958E+05 -.2065E+07   .9998243 -.0013771 -.0186924
T  125  2 .3762383E+07   1700000E+02  .2846E+06 -.7329E+06   .9999569 -.0008017 -.0092504
T  126  2 .3752840E+07   1700000E+02 -.1219E+07 -.1587E+07   .9997883 -.0160390 -.0128893
T  127  2 .3697339E+07   1700000E+02 -.5668E+06 -.9974E+06   .9999789  .0047419 -.0044506
T  128  2 .3785171E+07   1700000E+02 -.1509E+07  .4867E+06   .9998540 -.0170392  .0012484
T  129  2 .3736533E+07   1700000E+02  .3576E+06 -.4361E+05   .9999938 -.0026329 -.0023316
T  130  2 .3735267E+07   1700000E+02  .5970E+06  .8997E+06   .9999645  .0060141  .0059006
T  131  2 .3746302E+07   1700000E+02  .2154E+06  .1097E+06   .9998759  .0152405 -.0039997
T  132  2 .3711415E+07   1700000E+02 -.1903E+06 -.4330E+07   .9997498 -.0066256 -.0213660
T  133  2 .3693895E+07   1700000E+02  .9638E+06  .1022E+07   .9999070  .0049624  .0127027
T  134  2 .3721430E+07   1700000E+02 -.1484E+07 -.4093E+06   .9998946 -.0080550 -.0120756
T  135  2 .3710314E+07   1700000E+02  .1936E+07  .3641E+06   .9998878  .0122260  .0086548
T  136  2 .3736490E+07   1700000E+02  .1545E+07  .8096E+06   .9995357  .0227419  .0202771
T  137  2 .3696725E+07   1700000E+02 -.3423E+06 -.2267E+06   .9999994 -.0004232  .0010117
T  138  2 .3716309E+07   1700000E+02  .3697E+07  .2134E+07   .9997017  .0123026  .0210983
T  139  2 .3718629E+07   1700000E+02 -.7202E+06 -.8657E+06   .9998704 -.0084019 -.0137303
T  140  2 .3732180E+07   1700000E+02 -.5817E+06 -.1121E+06   .9999290 -.0113204 -.0037290
T  141  2 .3620870E+07   1700000E+02  .7884E+07 -.1571E+08   .9880362  .0644963 -.1400883
T  142  2 .3666863E+07   1700000E+02 -.5170E+06 -.4317E+06   .9999970 -.0014237  .0019996
T  143  2 .3704909E+07   1700000E+02 -.1469E+07 -.1045E+07   .9998795 -.0155226 -.0003322
T  144  2 .3765501E+07   1700000E+02 -.1584E+07 -.1072E+06   .9996454 -.0252244  .0085359
T  145  2 .3682113E+07   1700000E+02  .1120E+07  .6068E+06   .9999911  .0002501  .0042180
T  146  2 .3732930E+07   1700000E+02 -.1200E+06  .5306E+06   .9999592  .0043710  .0079094
T  147  2 .3645192E+07   1700000E+02 -.6013E+06 -.1541E+07   .9998444  .0060967 -.0165548
T  148  2 .3688593E+07   1700000E+02 -.1041E+07 -.2140E+06   .9999603 -.0075727 -.0046953
T  149  2 .3696641E+07   1700000E+02  .3663E+06  .1015E+07   .9999256  .0040349  .0115111
T  150  2 .3728538E+07   1700000E+02 -.1327E+07 -.7508E+06   .9998441 -.0095432 -.0148554
T  151  2 .3692194E+07   1700000E+02 -.9783E+05  .9397E+06   .9999270 -.0007456  .0120618
T  152  2 .3688385E+07   1700000E+02 -.5087E+06 -.9756E+05   .9999692  .0022467  .0075137
T  153  2 .3714967E+07   1700000E+02 -.2481E+06  .1339E+07   .9997498  .0086465  .0206299
T  154  2 .3792405E+07   1700000E+02  .9093E+06 -.3900E+06   .9999117  .0065674 -.0115560
T  155  2 .3708795E+07   1700000E+02  .3823E+07 -.3862E+07   .9996187  .0172054 -.0215988
T  156  2 .3669685E+07   1700000E+02 -.9322E+06 -.3063E+05   .9998277 -.0185620 -.0002632
T  157  2 .3698018E+07   1700000E+02 -.1630E+07 -.2633E+06   .9997014 -.0242768  .0027944
T  158  2 .3745499E+07   1700000E+02  .2580E+07  .1020E+07   .9994963  .0311343  .0061484
T  159  2 .3713686E+07   1700000E+02  .3127E+07  .6455E+07   .9988425  .0141304  .0459790
T  160  2 .3722464E+07   1700000E+02 -.8935E+06  .9547E+06   .9999220 -.0122810  .0022641
T  161  2 .3686310E+07   1700000E+02 -.5011E+06 -.1169E+07   .9998611 -.0131060 -.0102987
T  162  2 .3701083E+07   1700000E+02 -.6121E+06 -.5285E+07   .9981843 -.0134943 -.0587021
T  163  2 .3719430E+07   1700000E+02 -.1477E+06  .4325E+06   .9999936 -.0035743  .0002409
T  164  2 .3720265E+07   1700000E+02 -.9233E+05  .6262E+06   .9999236 -.0056902  .0109735
T  165  2 .3782982E+07   1700000E+02 -.2027E+06  .4828E+06   .9999973  .0020465 -.0010940
T  166  2 .3701049E+07   1700000E+02 -.9957E+06 -.3703E+07   .9994573 -.0107519 -.0311363
T  167  2 .3722729E+07   1700000E+02 -.7780E+06 -.1227E+06   .9999922 -.0036769 -.0014318
T  168  2 .3680628E+07   1700000E+02 -.1096E+07  .1273E+07   .9997863 -.0138780  .0153246
T  169  2 .3718938E+07   1700000E+02 -.1067E+07  .6597E+05   .9999675 -.0037992  .0071135
T  170  2 .3738665E+07   1700000E+02 -.2104E+07  .2344E+06   .9998953 -.0143297  .0020007
T  171  2 .3751652E+07   1700000E+02 -.3660E+07 -.7611E+07   .9987944 -.0355392 -.0338635
T  172  2 .3725055E+07   1700000E+02  .1277E+07  .8558E+06   .9998141  .0148568  .0122884
T  173  2 .3711434E+07   1700000E+02  .2760E+06 -.1285E+07   .9996971  .0042343 -.0242449
T  174  2 .3741706E+07   1700000E+02  .8051E+06 -.7273E+06   .9999544  .0056893 -.0076748
T  175  2 .3717054E+07   1700000E+02  .3970E+06 -.8254E+05   .9999705 -.0040075  .0065572
T  176  2 .3697066E+07   1700000E+02 -.1557E+07  .1586E+07   .9997505 -.0189759  .0117824
T  177  2 .3717013E+07   1700000E+02 -.5552E+06 -.1792E+07   .9999419 -.0003960 -.0107734
T  178  2 .3740653E+07   1700000E+02  .5386E+06  .3447E+06   .9999757  .0062521  .0030923
T  179  2 .3686771E+07   1700000E+02  .1055E+07  .1373E+07   .9998610  .0038671  .0162199
T  180  2 .3671406E+07   1700000E+02  .1198E+05 -.1349E+06   .9999939  .0009909  .0033583
T  181  2 .3751199E+07   1700000E+02  .2631E+06  .1134E+07   .9998050  .0031878  .0194880
T  182  2 .3680489E+07   1700000E+02  .9217E+06 -.3007E+07   .9987559  .0112940 -.0485697
T  183  2 .3711423E+07   1700000E+02 -.2458E+07  .1098E+07   .9997032 -.0223542  .0096854
T  184  2 .3686206E+07   1700000E+02  .1356E+07 -.1177E+06   .9999234  .0106281  .0063470
T  185  2 .3701055E+07   1700000E+02 -.1961E+06 -.6434E+06   .9999853  .0036475 -.0040150
T  186  2 .3676360E+07   1700000E+02  .3253E+06  .1996E+06   .9999601  .0051577  .0072877
T  187  2 .3690467E+07   1700000E+02  .1090E+07  .3115E+06   .9998238  .0148224  .0115214
T  188  2 .3701339E+07   1700000E+02 -.6237E+06 -.1367E+06   .9999222  .0007183  .0124525
T  189  2 .3713993E+07   1700000E+02  .1472E+07  .5292E+05   .9997439  .0206253  .0093173
T  190  2 .3682206E+07   1700000E+02 -.2108E+05 -.1071E+06   .9999230 -.0004522 -.0124020
T  191  2 .3679863E+07   1700000E+02  .8195E+05 -.6626E+06   .9999747  .0032107 -.0063401
T  192  2 .3693800E+07   1700000E+02 -.9921E+06 -.2288E+07   .9999339 -.0080081 -.0082512
T  193  2 .3751415E+07   1700000E+02 -.9652E+06 -.5930E+06   .9999023 -.0087833 -.0108704
T  194  2 .3711506E+07   1700000E+02  .4280E+06 -.7980E+06   .9999648  .0009935 -.0083356
T  195  2 .3690200E+07   1700000E+02 -.9535E+06  .1427E+07   .9998497 -.0082149  .0152652
T  196  2 .3681825E+07   1700000E+02  .2027E+07  .3275E+07   .9996320  .0163554  .0216427
T  197  2 .3715439E+07   1700000E+02  .5145E+06  .2082E+06   .9998948  .0091197  .0112795
T  198  2 .3731460E+07   1700000E+02 -.3702E+06  .2519E+06   .9999768 -.0058781 -.0034407
T  199  2 .3692899E+07   1700000E+02  .1326E+07  .6613E+06   .9997095  .0212017 -.0114608
T  200  2 .3664178E+07   1700000E+02  .1010E+07 -.5066E+06   .9998500  .0161965 -.0061410
T  201  2 .3736259E+07   1700000E+02  .1891E+06  .4962E+06   .9999974  .0010259  .0020387
T  202  2 .3777298E+07   1700000E+02  .8793E+06  .6473E+06   .9999143  .0106192 -.0076551
T  203  2 .3766063E+07   1700000E+02 -.6916E+05  .1689E+06   .9999659  .0081962 -.0009880
T  204  2 .3687846E+07   1700000E+02 -.3669E+06  .7767E+06   .9999519 -.0081536 -.0054577
T  205  2 .3681291E+07   1700000E+02  .3023E+06 -.8126E+06   .9998570 -.0014892 -.0168454
T  206  2 .3642465E+07   1700000E+02  .1082E+06  .1542E+07   .9997572 -.0127766  .0179518
T  207  2 .3741224E+07   1700000E+02  .1009E+07 -.4306E+06   .9999468  .0085471 -.0057690
T  208  2 .3673589E+07   1700000E+02 -.1249E+07 -.1263E+06   .9998289 -.0167558  .0078378
T  209  2 .3694138E+07   1700000E+02  .1538E+07 -.1769E+06   .9996795  .0253077  .0005724
T  210  2 .3727964E+07   1700000E+02 -.7251E+06  .1367E+07   .9998734  .0017853  .0158086
T  211  2 .3792683E+07   1700000E+02  .2587E+07  .2768E+06   .9997902  .0151894  .0137442
T  212  2 .3744638E+07   1700000E+02  .1294E+07  .2166E+06   .9999233  .0121619 -.0023531
T  213  2 .3664178E+07   1700000E+02 -.1100E+07 -.2811E+06   .9998571 -.0158942  .0057619
T  214  2 .3726024E+07   1700000E+02 -.2139E+07 -.1745E+07   .9998840 -.0130051 -.0079247
T  215  2 .3733969E+07   1700000E+02 -.1038E+07  .7466E+05   .9999041 -.0136713  .0022095
T  216  2 .3641852E+07   1700000E+02 -.6037E+06  .1021E+08   .9913697  .0022046  .1310774
T  217  2 .3681422E+07   1700000E+02 -.8953E+06 -.1199E+06   .9998841 -.0147607 -.0037386
T  218  2 .3722376E+07   1700000E+02  .3767E+06  .7842E+06   .9999101  .0038983  .0128325
T  219  2 .3723123E+07   1700000E+02 -.1425E+07 -.7523E+06   .9997139 -.0147408 -.0188377
T  220  2 .3730579E+07   1700000E+02  .1210E+07 -.1009E+07   .9999074  .0062079 -.0121090
T  221  2 .3649007E+07   1700000E+02 -.1115E+07  .2890E+07   .9993095 -.0069007  .0365094
T  222  2 .3656758E+07   1700000E+02 -.4946E+06  .1613E+07   .9997943 -.0193890  .0059526
T  223  2 .3681959E+07   1700000E+02 -.5550E+06 -.1228E+07   .9998752 -.0052642 -.0148986
T  224  2 .3731682E+07   1700000E+02 -.6713E+06  .2074E+06   .9999384 -.0102195  .0043228
T  225  2 .3721531E+07   1700000E+02 -.1738E+06 -.6013E+06   .9998905 -.0075347 -.0127368
T  226  2 .3704705E+07   1700000E+02 -.1039E+07  .6376E+06   .9998347 -.0170846  .0062158
T  227  2 .3755477E+07   1700000E+02 -.4504E+06  .3842E+06   .9999332 -.0110366  .0034223
T  228  2 .3701904E+07   1700000E+02 -.4998E+06 -.2236E+07   .9999722 -.0053424 -.0051962
T  229  2 .3720380E+07   1700000E+02 -.4079E+06  .2125E+07   .9999311 -.0037858  .0111070
T  230  2 .3685528E+07   1700000E+02 -.2824E+07 -.8052E+06   .9984001 -.0419945 -.0378640
T  231  2 .3650950E+07   1700000E+02  .5768E+05  .1010E+07   .9996920  .0217420  .0119631
T  232  2 .3731649E+07   1700000E+02 -.1634E+07  .2843E+06   .9999169 -.0113840 -.0060512
T  233  2 .3701488E+07   1700000E+02 -.4604E+07 -.7312E+06   .9989427 -.0459410  .0016932
T  234  2 .3740500E+07   1700000E+02 -.5803E+06 -.9504E+05   .9999680 -.0053677  .0059281
T  235  2 .3711159E+07   1700000E+02  .1395E+07 -.5919E+06   .9999000  .0139119  .0025432
T  236  2 .3686689E+07   1700000E+02 -.2875E+06 -.9817E+05   .9998124 -.0177071  .0078561
T  237  2 .3742882E+07   1700000E+02 -.6569E+05 -.6446E+03   .9999630  .0002005 -.0085984
T  238  2 .3767620E+07   1700000E+02 -.2452E+07  .8657E+06   .9993202 -.0330750  .0162866
T  239  2 .3706713E+07   1700000E+02  .7869E+06  .5328E+06   .9999923  .0039258 -.0000930
T  240  2 .3725077E+07   1700000E+02 -.1502E+07  .8358E+06   .9999935 -.0032469  .0015607
T  241  2 .3731827E+07   1700000E+02  .9475E+05  .1992E+06   .9999373 -.0111195 -.0012987
T  242  2 .3732663E+07   1700000E+02 -.3131E+06 -.1256E+07   .9997934 -.0132777 -.0153913
T  243  2 .3688072E+07   1700000E+02 -.1048E+06  .8081E+06   .9999107  .0017692  .0132426
T  244  2 .3707525E+07   1700000E+02  .3568E+07  .1236E+07   .9996159  .0268774  .0067512
T  245  2 .3722204E+07   1700000E+02  .7446E+06 -.2090E+07   .9999084  .0105791 -.0084372
T  246  2 .3722887E+07   1700000E+02 -.7630E+06 -.4547E+06   .9999645  .0032073 -.0077877
T  247  2 .3720897E+07   1700000E+02 -.5248E+06  .3458E+06   .9999446 -.0104559  .0011768
T  248  2 .3726650E+07   1700000E+02  .1209E+07  .1354E+07   .9996927  .0209789  .0132080
T  249  2 .3766354E+07   1700000E+02  .2660E+06  .4618E+06   .9998365  .0119822  .0135396
T  250  2 .3697195E+07   1700000E+02 -.1313E+06 -.1686E+07   .9998190 -.0056810 -.0181557
T  251  2 .3730606E+07   1700000E+02 -.1529E+07 -.8942E+06   .9998329 -.0098347 -.0154065
T  252  2 .3734328E+07   1700000E+02 -.1036E+07 -.5347E+06   .9999508 -.0083033 -.0054301
T  253  2 .3721569E+07   1700000E+02  .5514E+06 -.4146E+06   .9998045  .0136559 -.0142996
