============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Layer 1(  25 mm) =========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T   21  2 .2649238E+07   2500000E+02 -.6856E+06  .1190E+07   .9999833  .0038125 -.0043365
T   22  2 .2646513E+07   2500000E+02  .2903E+07  .3122E+07   .9997871  .0186324  .0088700
T   23  2 .2699421E+07   2500000E+02 -.5704E+06 -.8529E+06   .9998318  .0015625 -.0182757
T   24  2 .2675882E+07   2500000E+02  .1392E+07  .3259E+06   .9997960  .0201084  .0019176
T   25  2 .2623079E+07   2500000E+02 -.2620E+07 -.2530E+07   .9990350 -.0430925 -.0084944
T   26  2 .2630761E+07   2500000E+02  .3346E+07 -.2452E+07   .9869188  .1392840 -.0811865
T   27  2 .2632810E+07   2500000E+02  .9127E+06  .1475E+07   .9999883  .0020122  .0043929
T   28  2 .2622620E+07   2500000E+02  .5010E+07 -.1462E+07   .9991060  .0421132  .0036861
T   29  2 .2622492E+07   2500000E+02  .1629E+07 -.6738E+06   .9996857  .0046291  .0246400
T   30  2 .2602520E+07   2500000E+02  .1059E+06 -.5339E+06   .9999045  .0007841  .0138008
T   31  2 .2610513E+07   2500000E+02 -.6903E+06 -.1722E+06   .9989398 -.0460356 -.0002232
T   32  2 .2639307E+07   2500000E+02  .1065E+07  .4109E+07   .9995468  .0105044  .0282099
T   33  2 .2656427E+07   2500000E+02  .3786E+07  .1892E+06   .9997349  .0207294  .0100201
T   34  2 .2702745E+07   2500000E+02  .3902E+07  .1263E+07   .9996596  .0256039  .0050138
T   35  2 .2691745E+07   2500000E+02  .4473E+06 -.2707E+07   .9993170 -.0008082 -.0369431
T   36  2 .2599710E+07   2500000E+02 -.2041E+07 -.2069E+06   .9995641 -.0280912 -.0090831
T   37  2 .2657378E+07   2500000E+02 -.1098E+07  .1404E+07   .9998123 -.0189215 -.0041610
T   38  2 .2632209E+07   2500000E+02  .2462E+07  .4114E+07   .9995331  .0112091  .0284250
T   39  2 .2715958E+07   2500000E+02 -.2816E+07 -.4402E+05   .9993738 -.0353025  .0024098
T   40  2 .2650268E+07   2500000E+02  .1200E+07 -.4426E+06   .9998322  .0024003 -.0181634
T   41  2 .2599524E+07   2500000E+02  .2167E+07  .2334E+07   .9999091  .0030575  .0131318
T   42  2 .2680788E+07   2500000E+02  .6516E+06 -.6213E+06   .9998970  .0101079  .0101885
T   43  2 .2603077E+07   2500000E+02  .1075E+07  .1625E+07   .9997881  .0138313  .0152488
T   44  2 .2693873E+07   2500000E+02  .2657E+07  .2001E+06   .9999905  .0018933 -.0039269
T   45  2 .2669215E+07   2500000E+02 -.1197E+07 -.3293E+06   .9998752  .0002821 -.0157973
T   46  2 .2728592E+07   2500000E+02  .7690E+06  .5670E+06   .9996259  .0051190  .0268675
T   47  2 .2652962E+07   2500000E+02 -.4852E+07 -.1825E+07   .9993494 -.0046273 -.0357681
T   48  2 .2663824E+07   2500000E+02  .3954E+06 -.1731E+06   .9999673 -.0024940 -.0076871
T   49  2 .2702886E+07   2500000E+02  .2998E+07  .2936E+07   .9998964  .0067351  .0127204
T   50  2 .2576792E+07   2500000E+02  .2158E+07  .1911E+07   .9997256  .0112768  .0205341
T   51  2 .2700857E+07   2500000E+02  .2375E+07 -.2350E+06   .9999586  .0052984 -.0073964
T   52  2 .2660271E+07   2500000E+02  .2757E+06  .2821E+07   .9997735  .0015664  .0212231
T   53  2 .2625901E+07   2500000E+02  .1070E+07  .5762E+06   .9999373  .0111131  .0014072
T   54  2 .2647629E+07   2500000E+02 -.8015E+06 -.3110E+07   .9998130 -.0059864 -.0183900
T   55  2 .2609249E+07   2500000E+02  .1045E+07 -.5650E+07   .9980019 -.0524682 -.0352030
T   56  2 .2634265E+07   2500000E+02  .3260E+06 -.2404E+07   .9999998  .0005369  .0002450
T   57  2 .2629497E+07   2500000E+02  .2200E+07  .9016E+05   .9988111  .0487332 -.0012212
T   58  2 .2646141E+07   2500000E+02  .3849E+06  .1635E+07   .9998336 -.0036984  .0178626
T   59  2 .2627412E+07   2500000E+02  .2321E+06 -.1184E+07   .9999945  .0029917  .0014478
T   60  2 .2667294E+07   2500000E+02 -.1867E+07 -.2018E+07   .9997889 -.0169368 -.0116323
T   61  2 .2645075E+07   2500000E+02 -.3877E+07  .6375E+07   .9986162 -.0231067  .0472422
T   62  2 .2668459E+07   2500000E+02  .5355E+06 -.1705E+07   .9999607  .0057064 -.0067879
T   63  2 .2647003E+07   2500000E+02 -.1714E+07  .9819E+06   .9999402 -.0090187 -.0061900
T   64  2 .2657893E+07   2500000E+02 -.1485E+07  .9067E+06   .9999433 -.0079592 -.0070810
T   65  2 .2643544E+07   2500000E+02 -.9937E+06  .3627E+07   .9998272  .0074756  .0170193
T   66  2 .2560842E+07   2500000E+02 -.1728E+08 -.1620E+08   .9904232 -.1138898 -.0780451
T   67  2 .2583121E+07   2500000E+02 -.1535E+07  .1324E+07   .9999712 -.0058630 -.0048113
T   68  2 .2663098E+07   2500000E+02  .8556E+06 -.6628E+07   .9983639  .0117414 -.0559614
T   69  2 .2685685E+07   2500000E+02  .1638E+07 -.6913E+06   .9975604  .0688765  .0113675
T   70  2 .2675695E+07   2500000E+02 -.2445E+06  .1861E+07   .9997509 -.0073351  .0210777
T   71  2 .2648393E+07   2500000E+02 -.3290E+07 -.2619E+07   .9963642 -.0726718 -.0444649
T   72  2 .2625457E+07   2500000E+02  .1116E+07  .1517E+07   .9997816  .0105006  .0180703
T   73  2 .2635133E+07   2500000E+02 -.3357E+07  .4077E+07   .9987637 -.0352350  .0350645
T   74  2 .2565588E+07   2500000E+02  .7015E+06 -.9119E+06   .9999442  .0094331 -.0047526
T   75  2 .2674359E+07   2500000E+02  .8791E+06 -.8981E+06   .9999723  .0036484 -.0064817
T   76  2 .2669164E+07   2500000E+02  .1391E+07  .5184E+06   .9999948 -.0030758  .0009424
T   77  2 .2569271E+07   2500000E+02  .2849E+07 -.5609E+07   .9993430  .0240646 -.0270995
T   78  2 .2659690E+07   2500000E+02  .2207E+07 -.1270E+07   .9996593  .0237067 -.0109189
T   79  2 .2659550E+07   2500000E+02  .6059E+07  .4044E+07   .9900451  .0628422  .1259423
T   80  2 .2624992E+07   2500000E+02  .8862E+06 -.1472E+07   .9998673  .0061402 -.0150894
T   81  2 .2645496E+07   2500000E+02  .2998E+07  .4020E+07   .9999273  .0090575  .0079556
T   82  2 .2638527E+07   2500000E+02 -.3031E+07 -.8511E+06   .9994264 -.0336572  .0037512
T   83  2 .2687461E+07   2500000E+02  .8335E+06  .4427E+06   .9999981  .0001309  .0019435
T   84  2 .2601992E+07   2500000E+02 -.1310E+07 -.1404E+07   .9999809 -.0061445  .0006815
T   85  2 .2681401E+07   2500000E+02 -.2900E+07  .1761E+06   .9999022 -.0056173 -.0128046
T   86  2 .2666894E+07   2500000E+02  .1184E+07  .2477E+07   .9997833  .0118786  .0170933
T   87  2 .2701483E+07   2500000E+02  .4737E+07 -.3449E+05   .9992689  .0379177 -.0048858
T   88  2 .2696914E+07   2500000E+02  .8336E+05  .8773E+06   .9998823  .0118701 -.0097173
T   89  2 .2649239E+07   2500000E+02  .2931E+07  .5882E+07   .9988937  .0283965  .0374823
T   90  2 .2647094E+07   2500000E+02  .2358E+07  .7635E+06   .9998675  .0027423  .0160464
T   91  2 .2662511E+07   2500000E+02  .4362E+07 -.6125E+07   .9994845  .0051676 -.0316852
T   92  2 .2668225E+07   2500000E+02  .1392E+07 -.3799E+07   .9998753  .0152962 -.0039359
T   93  2 .2648961E+07   2500000E+02  .2032E+07 -.1670E+07   .9999532  .0012230 -.0095961
T   94  2 .2673324E+07   2500000E+02 -.2880E+07 -.1504E+07   .9999380  .0011199 -.0110762
T   95  2 .2610669E+07   2500000E+02  .5747E+06 -.2763E+07   .9997525  .0098933 -.0199255
T   96  2 .2644937E+07   2500000E+02 -.1515E+07  .1514E+06   .9999763 -.0067518  .0013280
T   97  2 .2695983E+07   2500000E+02  .3357E+07  .5477E+06   .9995907  .0259545  .0120320
T   98  2 .2728786E+07   2500000E+02 -.7473E+06  .1888E+07   .9996921 -.0066146  .0239163
T   99  2 .2649235E+07   2500000E+02 -.1415E+07 -.2292E+07   .9988770 -.0184596 -.0436352
T  100  2 .2656560E+07   2500000E+02 -.2180E+07  .6550E+06   .9996823 -.0177964  .0178501
T  101  2 .2645285E+07   2500000E+02 -.1182E+07 -.2198E+07   .9998056 -.0081168 -.0179683
T  102  2 .2590127E+07   2500000E+02 -.1606E+07 -.1269E+07   .9999087  .0014409 -.0134376
T  103  2 .2666810E+07   2500000E+02  .7654E+06 -.8777E+05   .9999682  .0000232  .0079782
T  104  2 .2657133E+07   2500000E+02 -.2438E+07 -.1827E+07   .9998777  .0113268 -.0107795
T  105  2 .2682664E+07   2500000E+02  .5889E+06 -.8867E+07   .9991625 -.0014160 -.0408925
T  106  2 .2646755E+07   2500000E+02 -.3605E+07 -.5941E+06   .9994972 -.0262684 -.0177544
T  107  2 .2600670E+07   2500000E+02  .7234E+06  .1279E+07   .9999947  .0007567  .0031779
T  108  2 .2694112E+07   2500000E+02  .1022E+07 -.1081E+07   .9999639 -.0048391 -.0069883
T  109  2 .2659013E+07   2500000E+02  .1200E+07  .1305E+06   .9999643 -.0005943  .0084271
T  110  2 .2686850E+07   2500000E+02 -.2427E+07 -.2738E+07   .9995663 -.0014022 -.0294139
T  111  2 .2644790E+07   2500000E+02  .6354E+06 -.2136E+06   .9999507  .0026348 -.0095700
T  112  2 .2751402E+07   2500000E+02  .4398E+07 -.2744E+07   .9946333  .0857623 -.0578742
T  113  2 .2646003E+07   2500000E+02 -.5785E+06  .3560E+07   .9996123 -.0170942  .0219794
T  114  2 .2611222E+07   2500000E+02 -.5558E+06  .2369E+07   .9992294  .0095054  .0380835
T  115  2 .2579488E+07   2500000E+02  .8515E+05 -.1989E+07   .9999202  .0049369 -.0116313
T  116  2 .2638899E+07   2500000E+02 -.1604E+07 -.1577E+06   .9999566 -.0058999 -.0072087
T  117  2 .2607191E+07   2500000E+02  .2645E+06  .1062E+06   .9999278  .0014740 -.0119265
T  118  2 .2762211E+07   2500000E+02 -.1680E+06 -.1412E+07   .9998684  .0074802 -.0143928
T  119  2 .2665179E+07   2500000E+02  .3508E+07  .1309E+07   .9996474  .0265530  .0001142
T  120  2 .2646863E+07   2500000E+02  .3769E+06 -.8617E+06   .9999140 -.0110863 -.0070013
T  121  2 .2660708E+07   2500000E+02 -.2287E+06  .1753E+07   .9999978 -.0015045  .0014736
T  122  2 .2675088E+07   2500000E+02 -.1263E+07 -.4351E+07   .9994469 -.0097932 -.0317816
T  123  2 .2675835E+07   2500000E+02  .2160E+06 -.7768E+06   .9998798 -.0017502 -.0154031
T  124  2 .2691020E+07   2500000E+02 -.3188E+07  .2205E+07   .9996747 -.0080210  .0242095
T  125  2 .2688567E+07   2500000E+02  .1422E+07 -.1045E+07   .9998028 -.0073948 -.0184290
T  126  2 .2658533E+07   2500000E+02 -.8227E+06  .2573E+07   .9997345 -.0002130  .0230412
T  127  2 .2551000E+07   2500000E+02 -.6554E+07  .2245E+06   .9994708 -.0322990 -.0038505
T  128  2 .2614894E+07   2500000E+02 -.1408E+07  .1254E+07   .9997698 -.0046010  .0209558
T  129  2 .2683232E+07   2500000E+02 -.2926E+07 -.4949E+07   .9997824 -.0116112 -.0173289
T  130  2 .2638673E+07   2500000E+02 -.2231E+07  .2126E+06   .9999232 -.0100858  .0072034
T  131  2 .2643429E+07   2500000E+02  .1852E+06  .2740E+07   .9996257 -.0129391  .0241059
T  132  2 .2687633E+07   2500000E+02 -.6585E+05 -.1131E+07   .9999419  .0032684 -.0102752
T  133  2 .2699035E+07   2500000E+02 -.1104E+06 -.1588E+07   .9996310 -.0007639 -.0271518
T  134  2 .2700309E+07   2500000E+02  .4219E+07  .4993E+06   .9992361  .0355650 -.0161984
T  135  2 .2635848E+07   2500000E+02  .2046E+07  .3448E+07   .9999159  .0053322  .0118187
T  136  2 .2596077E+07   2500000E+02  .1297E+08 -.3957E+06   .9985197  .0543911 -.0003228
T  137  2 .2633061E+07   2500000E+02 -.8241E+06 -.2186E+06   .9999827  .0030512 -.0050242
T  138  2 .2624970E+07   2500000E+02  .5135E+06  .1832E+07   .9987491  .0376998 -.0328468
T  139  2 .2626359E+07   2500000E+02  .2046E+07  .2594E+07   .9998522  .0148008  .0087510
T  140  2 .2592707E+07   2500000E+02 -.7770E+06 -.3995E+07   .9992633 -.0007293 -.0383696
T  141  2 .2652662E+07   2500000E+02  .2694E+07  .7118E+06   .9998745  .0115768  .0108178
T  142  2 .2705079E+07   2500000E+02 -.5632E+06 -.2876E+06   .9998445 -.0148410 -.0095243
T  143  2 .2716136E+07   2500000E+02 -.5407E+06  .1321E+07   .9999442  .0029234  .0101510
T  144  2 .2688348E+07   2500000E+02  .4818E+05  .1264E+07   .9996380  .0262454  .0059133
T  145  2 .2650099E+07   2500000E+02 -.6748E+06 -.7863E+06   .9999722 -.0039227 -.0063438
T  146  2 .2588301E+07   2500000E+02 -.1278E+07  .5567E+07   .9987135  .0071367  .0502030
T  147  2 .2593038E+07   2500000E+02  .3626E+07 -.2858E+07   .9996716  .0140242 -.0214475
T  148  2 .2625971E+07   2500000E+02 -.4983E+07 -.3683E+07   .9992277 -.0352923 -.0172744
T  149  2 .2625498E+07   2500000E+02  .2707E+07  .2260E+07   .9996446  .0146731  .0222576
T  150  2 .2715585E+07   2500000E+02  .1531E+07  .2196E+07   .9989560  .0341039  .0303950
T  151  2 .2656876E+07   2500000E+02  .4265E+07 -.9461E+06   .9995689  .0277374 -.0096275
T  152  2 .2601223E+07   2500000E+02  .1445E+07 -.1543E+07   .9999883  .0014680 -.0046046
T  153  2 .2613639E+07   2500000E+02  .2308E+07  .3986E+06   .9996351  .0227809  .0145142
T  154  2 .2617419E+07   2500000E+02  .1880E+07  .3003E+07   .9988171  .0253883  .0414710
T  155  2 .2623146E+07   2500000E+02  .8607E+06 -.3751E+07   .9994638  .0161139 -.0285019
T  156  2 .2622566E+07   2500000E+02 -.1299E+07  .2779E+06   .9995726  .0041071 -.0289425
T  157  2 .2672189E+07   2500000E+02  .1224E+07  .1039E+07   .9998311  .0180351 -.0035317
T  158  2 .2615123E+07   2500000E+02  .6872E+06  .1785E+07   .9999240  .0103601  .0066816
T  159  2 .2736654E+07   2500000E+02 -.2374E+06  .3887E+06   .9998864 -.0122689 -.0087542
T  160  2 .2667278E+07   2500000E+02 -.1502E+07  .1479E+07   .9999487 -.0087921  .0050273
T  161  2 .2624028E+07   2500000E+02 -.2246E+06 -.4471E+06   .9999065 -.0121641  .0062458
T  162  2 .2621765E+07   2500000E+02 -.1687E+07 -.6469E+06   .9998193  .0190081 -.0002317
T  163  2 .2659036E+07   2500000E+02 -.5533E+07  .3074E+07   .9991891 -.0352155  .0195188
T  164  2 .2636191E+07   2500000E+02  .7824E+07 -.6166E+07   .9985519  .0409459 -.0348933
T  165  2 .2677879E+07   2500000E+02 -.3195E+07  .1022E+07   .9996730 -.0187601  .0173741
T  166  2 .2589529E+07   2500000E+02 -.2000E+07  .4246E+06   .9996553 -.0259315  .0041027
T  167  2 .2555246E+07   2500000E+02 -.1486E+07  .5942E+07   .9993542  .0140898  .0330546
T  168  2 .2731660E+07   2500000E+02  .1833E+07 -.5780E+05   .9998032  .0193033 -.0045836
T  169  2 .2619358E+07   2500000E+02  .4051E+07 -.2784E+07   .9990353  .0419425 -.0130120
T  170  2 .2584976E+07   2500000E+02 -.2424E+07  .1539E+07   .9998449 -.0173809  .0028544
T  171  2 .2549087E+07   2500000E+02  .4435E+07  .1362E+07   .9990574  .0400876  .0166515
T  172  2 .2681316E+07   2500000E+02 -.9506E+06  .1440E+07   .9999837  .0015052  .0055050
T  173  2 .2683637E+07   2500000E+02 -.3403E+07 -.1538E+07   .9995561 -.0281694 -.0096997
T  174  2 .2612414E+07   2500000E+02 -.2143E+07 -.1415E+07   .9999664  .0001808 -.0081950
T  175  2 .2627646E+07   2500000E+02  .2498E+06  .1222E+07   .9999193  .0080268  .0098511
T  176  2 .2744001E+07   2500000E+02 -.2620E+06  .2552E+07   .9999479  .0073043  .0071240
T  177  2 .2593516E+07   2500000E+02  .1032E+06  .1875E+07   .9999015  .0061382  .0126224
T  178  2 .2702867E+07   2500000E+02  .1969E+06 -.3126E+07   .9997210  .0028130 -.0234523
T  179  2 .2650637E+07   2500000E+02 -.2494E+07 -.2156E+07   .9995773 -.0242253 -.0160704
T  180  2 .2643119E+07   2500000E+02  .6130E+06 -.3304E+07   .9996975  .0080187 -.0232502
T  181  2 .2661686E+07   2500000E+02  .1254E+06 -.8310E+06   .9999827 -.0057434 -.0012709
T  182  2 .2636296E+07   2500000E+02  .2870E+06  .1152E+07   .9997866  .0094735  .0183574
T  183  2 .2671778E+07   2500000E+02  .9499E+06 -.4018E+07   .9996451  .0024004 -.0265298
T  184  2 .2663746E+07   2500000E+02 -.6751E+07 -.1054E+07   .9988129 -.0469215 -.0130810
T  185  2 .2661801E+07   2500000E+02 -.7063E+06 -.5130E+07   .9996770  .0096129 -.0235262
T  186  2 .2714930E+07   2500000E+02 -.4495E+06 -.1632E+07   .9994150 -.0180769 -.0290309
T  187  2 .2657025E+07   2500000E+02 -.7702E+07  .6132E+07   .9987686 -.0438291  .0232460
T  188  2 .2611341E+07   2500000E+02  .4208E+07 -.2050E+07   .9993971  .0257410 -.0233003
T  189  2 .2677488E+07   2500000E+02 -.3890E+07 -.4391E+07   .9988331 -.0190307 -.0443877
T  190  2 .2633044E+07   2500000E+02  .9963E+06 -.1068E+06   .9998839  .0077163 -.0131425
T  191  2 .2736420E+07   2500000E+02 -.6725E+06  .9059E+06   .9997750 -.0208679  .0037951
T  192  2 .2630523E+07   2500000E+02  .5414E+06  .3643E+07   .9993536  .0068061  .0352989
T  193  2 .2693916E+07   2500000E+02  .5418E+06 -.1343E+07   .9998042  .0001513 -.0197892
T  194  2 .2626550E+07   2500000E+02 -.6216E+07  .8340E+06   .9975931 -.0668512  .0184091
T  195  2 .2648937E+07   2500000E+02  .1204E+07  .8528E+05   .9997919  .0179218  .0097478
T  196  2 .2681991E+07   2500000E+02 -.1586E+07 -.9401E+06   .9998173 -.0112124 -.0154798
T  197  2 .2709553E+07   2500000E+02  .1279E+07 -.2506E+07   .9993998  .0118286 -.0325606
T  198  2 .2641712E+07   2500000E+02 -.2651E+07  .9266E+05   .9999337 -.0097266 -.0061639
T  199  2 .2664946E+07   2500000E+02  .1324E+07 -.8650E+06   .9999631  .0085512  .0008336
T  200  2 .2618599E+07   2500000E+02 -.3354E+07 -.1114E+07   .9994990 -.0314256  .0037529
T  201  2 .2595977E+07   2500000E+02 -.8480E+05 -.3206E+07   .9999647  .0029432  .0078700
T  202  2 .2603012E+07   2500000E+02  .4160E+06 -.7751E+06   .9995026  .0082208 -.0304475
T  203  2 .2675610E+07   2500000E+02  .2500E+07  .1121E+07   .9994346  .0280197  .0185828
T  204  2 .2614479E+07   2500000E+02  .7038E+04  .1606E+07   .9999339  .0046316  .0105209
T  205  2 .2645427E+07   2500000E+02 -.1508E+07 -.2390E+07   .9995134 -.0008860 -.0311808
T  206  2 .2649722E+07   2500000E+02 -.1952E+06  .9377E+06   .9998407 -.0164985  .0068057
T  207  2 .2628730E+07   2500000E+02  .7237E+07  .2801E+07   .9995477  .0143867  .0264100
T  208  2 .2693362E+07   2500000E+02  .4992E+06 -.1859E+07   .9999090  .0076205 -.0111286
T  209  2 .2693808E+07   2500000E+02  .1820E+07  .1878E+07   .9995264  .0305167  .0039510
T  210  2 .2602442E+07   2500000E+02  .3654E+07  .1503E+07   .9995049  .0312446 -.0037160
T  211  2 .2692591E+07   2500000E+02  .9104E+07 -.6460E+07   .9974843  .0524804 -.0476536
T  212  2 .2557219E+07   2500000E+02 -.2091E+07  .2359E+07   .9998046 -.0037522  .0194100
T  213  2 .2631540E+07   2500000E+02  .2520E+07 -.2567E+08   .9936537 -.0164421 -.1112745
T  214  2 .2633729E+07   2500000E+02  .1542E+07 -.6159E+06   .9998992  .0020478 -.0140489
T  215  2 .2607092E+07   2500000E+02 -.1772E+07  .3259E+06   .9996804 -.0171334 -.0185888
T  216  2 .2687411E+07   2500000E+02  .5285E+07 -.1106E+07   .9996524  .0256140  .0062474
T  217  2 .2567287E+07   2500000E+02 -.6732E+07 -.6141E+06   .9982205 -.0574422 -.0160044
T  218  2 .2701832E+07   2500000E+02  .2812E+07 -.2818E+07   .9991605  .0263459 -.0313712
T  219  2 .2663650E+07   2500000E+02  .9310E+07  .2095E+07   .9912526  .1300416  .0225264
T  220  2 .2739099E+07   2500000E+02 -.3290E+07 -.1860E+07   .9999631 -.0080670 -.0029552
T  221  2 .2638341E+07   2500000E+02 -.4779E+07  .7032E+07   .9987861 -.0293343  .0395697
T  222  2 .2700705E+07   2500000E+02 -.1481E+07 -.2475E+07   .9992350 -.0386252 -.0061222
T  223  2 .2651564E+07   2500000E+02  .1295E+07  .3000E+07   .9998542  .0020149  .0169590
T  224  2 .2627903E+07   2500000E+02  .4327E+06 -.7190E+07   .9994623 -.0041116 -.0325297
T  225  2 .2639793E+07   2500000E+02  .3335E+07 -.1993E+07   .9991630  .0328593 -.0243628
T  226  2 .2730337E+07   2500000E+02  .9490E+06 -.1493E+06   .9999398  .0066787  .0087038
T  227  2 .2614602E+07   2500000E+02 -.3499E+07  .1542E+07   .9997838 -.0152971  .0140869
T  228  2 .2640551E+07   2500000E+02 -.1667E+07 -.1183E+07   .9999929 -.0024145 -.0028900
T  229  2 .2636242E+07   2500000E+02  .3798E+06  .2105E+07   .9996117 -.0048475  .0274407
T  230  2 .2744666E+07   2500000E+02 -.1566E+06 -.3076E+06   .9998823  .0152118 -.0020131
T  231  2 .2638961E+07   2500000E+02  .6373E+06 -.1682E+07   .9998438  .0141992 -.0105221
T  232  2 .2640793E+07   2500000E+02 -.2678E+07  .1900E+07   .9999769  .0067917  .0000627
T  233  2 .2640829E+07   2500000E+02  .1587E+07 -.3116E+06   .9998668  .0159788  .0033237
T  234  2 .2629183E+07   2500000E+02 -.4097E+07 -.9319E+06   .9995566 -.0277685 -.0107435
T  235  2 .2638791E+07   2500000E+02  .3013E+07  .3808E+07   .9990499  .0210932  .0381363
T  236  2 .2656380E+07   2500000E+02 -.1802E+07 -.1065E+07   .9999530 -.0049139 -.0083523
T  237  2 .2765117E+07   2500000E+02 -.1573E+07  .3524E+06   .9997546 -.0220864 -.0017146
T  238  2 .2717967E+07   2500000E+02  .1341E+07  .1763E+06   .9977008  .0439519  .0515888
T  239  2 .2667549E+07   2500000E+02 -.3107E+07 -.8507E+06   .9997731 -.0196935 -.0081214
T  240  2 .2645326E+07   2500000E+02  .1564E+07 -.2146E+07   .9994974  .0245342 -.0200774
T  241  2 .2613979E+07   2500000E+02 -.2411E+06 -.4937E+05   .9999649 -.0083794  .0001531
T  242  2 .2612056E+07   2500000E+02  .1880E+07 -.1533E+07   .9998336 -.0028076 -.0180239
T  243  2 .2656771E+07   2500000E+02 -.2188E+06  .2299E+07   .9997015  .0020679  .0243453
T  244  2 .2669609E+07   2500000E+02  .7366E+07  .3613E+06   .9980131  .0616373  .0130621
T  245  2 .2626386E+07   2500000E+02 -.4035E+07  .1651E+07   .9995994 -.0267444  .0092645
T  246  2 .2686649E+07   2500000E+02  .1881E+07  .2550E+06   .9999832  .0033905 -.0047120
T  247  2 .2609313E+07   2500000E+02 -.4101E+06 -.9599E+06   .9999382  .0039080 -.0104035
T  248  2 .2647798E+07   2500000E+02  .5054E+07 -.6294E+07   .9985501  .0273498 -.0463653
T  249  2 .2675395E+07   2500000E+02  .7519E+07  .3657E+07   .9973124  .0672647  .0290412
T  250  2 .2620176E+07   2500000E+02 -.2854E+07 -.1259E+06   .9998690 -.0131455  .0094422
T  251  2 .2705352E+07   2500000E+02 -.4579E+07  .2992E+07   .9998525 -.0121557  .0121303
T  252  2 .2612139E+07   2500000E+02  .1990E+07  .1379E+07   .9992464  .0365619  .0130345
T  253  2 .2654727E+07   2500000E+02  .3066E+07  .5652E+06   .9999653  .0081614 -.0016518
T  254  2 .2641453E+07   2500000E+02 -.4315E+07  .5370E+06   .9993931 -.0179842  .0298320
