============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Layer 1(  33 mm) =========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T   89  2 .1146850E+07   3300000E+02 -.3887E+07 -.1422E+07   .9991190 -.0366427  .0204567
T   90  2 .1141840E+07   3300000E+02 -.5308E+07  .4405E+07   .9986963 -.0458352  .0224698
T   91  2 .9963654E+06   3300000E+02 -.7400E+07  .2942E+08   .9858662 -.0198192  .1663580
T   92  2 .1218054E+07   3300000E+02  .6363E+07 -.1048E+07   .9984674  .0362779 -.0417935
T   93  2 .1232976E+07   3300000E+02  .2634E+07 -.3845E+06   .9991234 -.0414549 -.0058254
T   94  2 .1215389E+07   3300000E+02  .4204E+07  .1299E+07   .9995840  .0118785  .0262807
T   95  2 .1137267E+07   3300000E+02  .3030E+07 -.3952E+07   .9997045 -.0030130 -.0241215
T   96  2 .1244195E+07   3300000E+02 -.3242E+07 -.8418E+06   .9996076 -.0272933  .0063097
T   97  2 .1261951E+07   3300000E+02  .3052E+07  .2928E+07   .9977192  .0649881  .0182466
T   98  2 .1134419E+07   3300000E+02 -.1278E+07  .6203E+07   .9991643 -.0147080  .0381361
T   99  2 .1095687E+07   3300000E+02 -.4075E+07  .1101E+07   .9978344  .0599537  .0270579
T  100  2 .1428157E+07   3300000E+02  .9521E+06 -.1210E+07   .9990064 -.0326692 -.0303143
T  101  2 .1246744E+07   3300000E+02 -.4156E+07 -.4276E+06   .9995920 -.0228158  .0171850
T  102  2 .1241669E+07   3300000E+02  .3525E+07 -.3522E+07   .9977631  .0290183 -.0602215
T  103  2 .1252383E+07   3300000E+02  .5106E+07  .3007E+07   .9987640  .0473100  .0152369
T  104  2 .1299934E+07   3300000E+02  .3295E+07 -.1149E+07   .9998157 -.0109666 -.0157589
T  105  2 .1189277E+07   3300000E+02 -.2089E+07  .3242E+07   .9990919 -.0292940  .0309386
T  106  2 .1190538E+07   3300000E+02  .7416E+06  .3805E+07   .9996430  .0025021  .0265991
T  107  2 .1231402E+07   3300000E+02  .8522E+07  .3219E+07   .9974879  .0528088  .0472135
T  108  2 .1211492E+07   3300000E+02  .2614E+07  .1382E+07   .9994249  .0306710 -.0144628
T  109  2 .1250178E+07   3300000E+02 -.7561E+07  .2077E+07   .9991794 -.0403974 -.0029359
T  110  2 .1336133E+07   3300000E+02  .2539E+07  .8560E+07   .9964253  .0434598  .0724426
T  111  2 .1227620E+07   3300000E+02 -.5383E+06 -.1723E+07   .9995985  .0058778 -.0277186
T  112  2 .1204228E+07   3300000E+02  .1865E+07 -.1803E+07   .9996952  .0243556  .0040291
T  113  2 .1284946E+07   3300000E+02  .4060E+06 -.1041E+07   .9985428  .0204792 -.0499286
T  114  2 .1190179E+07   3300000E+02  .6257E+07 -.6498E+07   .9978401  .0399271 -.0521628
T  115  2 .1178742E+07   3300000E+02  .3336E+07  .1754E+07   .9994019  .0304794 -.0163364
T  116  2 .1182965E+07   3300000E+02 -.4865E+06  .4124E+07   .9998720 -.0118896  .0107027
T  117  2 .1169595E+07   3300000E+02  .5702E+07 -.8822E+07   .9983493  .0332463 -.0468330
T  118  2 .1319724E+07   3300000E+02  .4003E+07  .7799E+06   .9991466  .0350600  .0218374
T  119  2 .1207637E+07   3300000E+02 -.5376E+06  .1155E+07   .9998262 -.0152056  .0107857
T  120  2 .1330724E+07   3300000E+02 -.9625E+07 -.6319E+07   .9976065 -.0611499 -.0322786
T  121  2 .1221935E+07   3300000E+02 -.2111E+07 -.3577E+07   .9983400 -.0575917  .0006076
T  122  2 .1081216E+07   3300000E+02  .3795E+07 -.3581E+07   .9992814  .0376020 -.0047712
T  123  2 .1229066E+07   3300000E+02 -.5235E+07  .2056E+07   .9995650 -.0094371 -.0279426
T  124  2 .1303200E+07   3300000E+02  .3523E+07 -.9096E+06   .9997773  .0125472 -.0169709
T  125  2 .1278170E+07   3300000E+02 -.2600E+07 -.1247E+07   .9974473 -.0445867  .0557754
T  126  2 .1284572E+07   3300000E+02 -.2357E+07  .3559E+07   .9968582 -.0265367  .0746296
T  127  2 .1355270E+07   3300000E+02 -.1143E+07  .7299E+05   .9999390 -.0105895 -.0031354
T  128  2 .1226362E+07   3300000E+02  .3054E+06  .1647E+07   .9992563  .0168687  .0346736
T  129  2 .1170659E+07   3300000E+02  .3403E+06  .5777E+07   .9960301  .0278388  .0845519
T  130  2 .1200299E+07   3300000E+02  .2085E+07 -.2163E+07   .9980768  .0404164 -.0470025
T  131  2 .1128276E+07   3300000E+02  .1375E+07  .3266E+07   .9994582 -.0139163  .0298272
T  132  2 .1242093E+07   3300000E+02  .4698E+07  .5374E+07   .9995813  .0072127  .0280202
T  133  2 .1294904E+07   3300000E+02 -.9380E+05  .9798E+06   .9984765 -.0320794  .0448946
T  134  2 .1259922E+07   3300000E+02 -.5220E+07  .3290E+07   .9987722 -.0495125  .0016311
T  135  2 .1287336E+07   3300000E+02 -.2015E+05  .7306E+07   .9981638  .0080175  .0600394
T  136  2 .1277165E+07   3300000E+02 -.2279E+07 -.2466E+07   .9998367 -.0145126 -.0107685
T  137  2 .1168815E+07   3300000E+02  .3414E+07 -.1936E+07   .9984676  .0470671 -.0291057
T  138  2 .1267645E+07   3300000E+02  .9510E+06 -.5514E+07   .9990304  .0116195 -.0424647
T  139  2 .1255614E+07   3300000E+02  .1747E+07  .6515E+07   .9979786 -.0004759  .0635490
T  140  2 .1097578E+07   3300000E+02  .6184E+07  .3272E+07   .9996047  .0168097  .0225383
T  141  2 .1219444E+07   3300000E+02 -.8820E+07 -.3572E+07   .9981903 -.0557993 -.0224159
T  142  2 .1205715E+07   3300000E+02 -.4776E+07 -.5511E+07   .9966025 -.0687863 -.0452969
T  143  2 .1212584E+07   3300000E+02  .9522E+06 -.1124E+07   .9997783 -.0181088 -.0107398
T  144  2 .1175659E+07   3300000E+02  .3108E+07 -.2086E+06   .9993137  .0370234 -.0011929
T  145  2 .1312308E+07   3300000E+02  .7346E+07  .2091E+07   .9980527  .0314965  .0538398
T  146  2 .1176253E+07   3300000E+02  .9016E+06  .1574E+07   .9995221  .0286158 -.0116893
T  147  2 .1280608E+07   3300000E+02  .6729E+06  .2756E+07   .9990525  .0109835  .0421134
T  148  2 .1336166E+07   3300000E+02  .1205E+07 -.1362E+07   .9994287  .0336637 -.0029970
T  149  2 .1141912E+07   3300000E+02  .5575E+07 -.4245E+07   .9968535  .0715600 -.0340934
T  150  2 .1114283E+07   3300000E+02 -.4378E+07 -.7456E+07   .9923524 -.0599050 -.1079263
T  151  2 .1225616E+07   3300000E+02  .1308E+07 -.5575E+06   .9998901 -.0052686 -.0138595
T  152  2 .1189108E+07   3300000E+02 -.1137E+07  .2227E+07   .9994433  .0075172  .0325041
T  153  2 .1141244E+07   3300000E+02 -.1940E+07 -.2532E+07   .9968700 -.0512711 -.0601794
T  154  2 .1136196E+07   3300000E+02 -.3176E+07  .8423E+07   .9991293 -.0048081  .0414439
T  155  2 .1259897E+07   3300000E+02  .2007E+07  .2965E+07   .9997695  .0128610  .0171919
T  156  2 .1172419E+07   3300000E+02  .8423E+07  .2256E+07   .9927546  .0954581  .0729796
T  157  2 .1180555E+07   3300000E+02  .3899E+07 -.4438E+06   .9996873 -.0158463  .0193425
T  158  2 .1233340E+07   3300000E+02  .1212E+05 -.6571E+07   .9997605  .0012723 -.0218494
T  159  2 .1222467E+07   3300000E+02  .7263E+06 -.1995E+07   .9995530  .0238497 -.0180277
T  160  2 .1232134E+07   3300000E+02 -.7295E+06 -.2313E+07   .9995710  .0036183 -.0290634
T  161  2 .1228116E+07   3300000E+02 -.9647E+06 -.2141E+07   .9999767 -.0068297 -.0000437
T  162  2 .1201329E+07   3300000E+02  .6226E+06 -.3053E+07   .9996870  .0065313 -.0241520
T  163  2 .1296555E+07   3300000E+02  .1113E+08  .1166E+08   .9976116  .0414278  .0552701
T  164  2 .1192744E+07   3300000E+02  .3121E+07  .6085E+06   .9993882  .0343537  .0065633
T  165  2 .1255547E+07   3300000E+02  .1428E+06 -.2774E+07   .9996685 -.0021716 -.0256549
T  166  2 .1180395E+07   3300000E+02 -.2296E+07 -.1512E+07   .9973606  .0187307 -.0701493
T  167  2 .1174723E+07   3300000E+02 -.2303E+06  .5084E+07   .9992457 -.0120032  .0369328
T  168  2 .1207726E+07   3300000E+02 -.5832E+05  .3203E+07   .9995402  .0140569  .0268645
T  169  2 .1222502E+07   3300000E+02  .1278E+07 -.5128E+07   .9998206  .0080713 -.0171376
T  170  2 .1254258E+07   3300000E+02 -.2813E+06 -.2793E+07   .9981880 -.0584037 -.0144797
T  171  2 .1124357E+07   3300000E+02 -.1922E+08 -.1355E+08   .9907393 -.1098285 -.0798334
T  172  2 .1259799E+07   3300000E+02 -.4290E+07  .5702E+07   .9989490 -.0152992  .0432057
T  173  2 .1189827E+07   3300000E+02  .7014E+06 -.1010E+08   .9991413 -.0210571 -.0356831
T  174  2 .1198602E+07   3300000E+02  .4134E+07 -.9318E+07   .9987354  .0196475 -.0462769
T  175  2 .1304100E+07   3300000E+02  .8506E+06 -.1498E+07   .9991426  .0385626 -.0150679
T  176  2 .1190428E+07   3300000E+02 -.5081E+07 -.7649E+06   .9998625 -.0162493 -.0033197
T  177  2 .1268786E+07   3300000E+02 -.5106E+06  .9007E+06   .9999822  .0058240  .0013017
T  178  2 .1174459E+07   3300000E+02 -.1008E+08 -.4436E+07   .9949866 -.0771639 -.0636191
T  179  2 .1108408E+07   3300000E+02 -.1113E+08  .9640E+06   .9929381 -.1185743 -.0037505
T  180  2 .1213056E+07   3300000E+02 -.6750E+06 -.4519E+07   .9962141  .0492423 -.0716432
T  181  2 .1244869E+07   3300000E+02  .8658E+06  .1751E+07   .9995251  .0307864 -.0013131
T  182  2 .1296075E+07   3300000E+02 -.3862E+07  .5816E+07   .9990756 -.0102131  .0417567
T  183  2 .1233439E+07   3300000E+02  .3715E+06 -.1845E+07   .9999954 -.0020885 -.0021833
T  184  2 .1309184E+07   3300000E+02  .2425E+08  .3898E+07   .9926955  .1206406 -.0012336
T  185  2 .1186868E+07   3300000E+02 -.5013E+07 -.2804E+07   .9994604 -.0318397 -.0080755
T  186  2 .1229238E+07   3300000E+02  .4682E+07 -.4113E+07   .9946072 -.0893409 -.0526747
T  187  2 .1176746E+07   3300000E+02 -.2855E+07 -.5331E+07   .9984841 -.0262197 -.0483946
T  188  2 .1147438E+07   3300000E+02 -.3885E+07 -.2670E+07   .9991577 -.0400319 -.0090171
T  189  2 .1339022E+07   3300000E+02 -.1114E+07  .2465E+07   .9998859  .0103756  .0109783
T  190  2 .1205177E+07   3300000E+02 -.6786E+07  .2700E+07   .9994275 -.0328612  .0080515
T  191  2 .1144216E+07   3300000E+02 -.5948E+07 -.4716E+07   .9984343 -.0540290 -.0144870
T  192  2 .1235994E+07   3300000E+02  .8357E+06 -.2596E+06   .9999196  .0119143 -.0043415
T  193  2 .1304997E+07   3300000E+02 -.4951E+06 -.4415E+07   .9996339  .0234588 -.0134788
T  194  2 .1131807E+07   3300000E+02 -.2919E+06 -.6912E+07   .9973316  .0403167 -.0608626
T  195  2 .1324295E+07   3300000E+02 -.6882E+07  .4925E+06   .9990790 -.0395768  .0165805
T  196  2 .1151743E+07   3300000E+02 -.2496E+06  .1549E+06   .9967861 -.0677484  .0427516
T  197  2 .1171165E+07   3300000E+02 -.2226E+07  .1191E+07   .9999370 -.0094997  .0059764
T  198  2 .1241572E+07   3300000E+02 -.3523E+07  .1053E+07   .9997645 -.0138554 -.0167014
T  199  2 .1265614E+07   3300000E+02  .3550E+06  .1039E+07   .9988698 -.0311510  .0358991
T  200  2 .1180254E+07   3300000E+02 -.2719E+07  .7830E+06   .9990635 -.0290872  .0320311
T  201  2 .1168616E+07   3300000E+02  .2735E+07 -.1020E+08   .9947142  .0054474 -.1025373
T  202  2 .1256043E+07   3300000E+02 -.4381E+07 -.5824E+07   .9993582 -.0304567 -.0188586
T  203  2 .1244132E+07   3300000E+02  .3612E+06  .4611E+07   .9994522 -.0198979  .0264470
T  204  2 .1166029E+07   3300000E+02  .6115E+06 -.1367E+07   .9996396  .0237781  .0124571
T  205  2 .1089496E+07   3300000E+02  .2676E+08  .1405E+08   .9900422  .0982654  .1007983
T  206  2 .1178674E+07   3300000E+02  .1473E+07 -.3289E+07   .9998876  .0109301 -.0102654
T  207  2 .1173151E+07   3300000E+02 -.3110E+07 -.4053E+07   .9983061 -.0511908  .0276475
T  208  2 .1221966E+07   3300000E+02  .6326E+07  .2603E+06   .9937335  .0177659  .1103547
T  209  2 .1208863E+07   3300000E+02 -.2846E+07  .4439E+07   .9985694 -.0498580  .0193212
T  210  2 .1237945E+07   3300000E+02  .8727E+06 -.9643E+06   .9984215 -.0370470 -.0422138
T  211  2 .1263947E+07   3300000E+02 -.1807E+07  .4701E+07   .9997218 -.0225559 -.0068953
T  212  2 .1071139E+07   3300000E+02  .8956E+07  .1189E+08   .9799630  .0607522  .1896885
T  213  2 .1120530E+07   3300000E+02  .2295E+07  .4151E+07   .9984485  .0486540  .0270811
T  214  2 .1138063E+07   3300000E+02  .1620E+07  .1157E+08   .9976050  .0245752  .0646560
T  215  2 .1190050E+07   3300000E+02  .1297E+07  .1998E+07   .9969873  .0450976  .0631076
T  216  2 .1237460E+07   3300000E+02  .9692E+06  .1355E+07   .9999646  .0065280  .0053049
T  217  2 .1178637E+07   3300000E+02 -.2527E+07 -.5958E+06   .9999425 -.0094806  .0050030
T  218  2 .1202409E+07   3300000E+02  .6826E+06  .3864E+07   .9996098  .0275936  .0043454
T  219  2 .1196548E+07   3300000E+02  .1135E+07  .1624E+06   .9989339  .0461529 -.0009815
T  220  2 .1217439E+07   3300000E+02  .7709E+06  .2523E+07   .9996830 -.0207961  .0141935
T  221  2 .1243748E+07   3300000E+02 -.4272E+06 -.1791E+06   .9993702 -.0112207 -.0336654
T  222  2 .1218477E+07   3300000E+02  .6830E+07  .2580E+07   .9996229  .0273714  .0021900
T  223  2 .1195263E+07   3300000E+02  .1142E+07  .3712E+07   .9961087  .0867250  .0156950
T  224  2 .1291973E+07   3300000E+02 -.7282E+07 -.8060E+05   .9998178 -.0141025 -.0128634
T  225  2 .1137717E+07   3300000E+02 -.1707E+07 -.5374E+07   .9999108 -.0112535 -.0071942
T  226  2 .1276414E+07   3300000E+02  .1461E+07  .1177E+07   .9996166  .0190251  .0201185
T  227  2 .1275860E+07   3300000E+02 -.1700E+08 -.5840E+07   .9968444 -.0691569 -.0389699
T  228  2 .1214485E+07   3300000E+02 -.9010E+05  .4939E+07   .9987807 -.0221511  .0441181
T  229  2 .1205614E+07   3300000E+02 -.3864E+07  .3268E+06   .9999898 -.0028794  .0034926
T  230  2 .1301404E+07   3300000E+02 -.4582E+07  .5080E+07   .9992393 -.0284245  .0266996
T  231  2 .1245741E+07   3300000E+02 -.2101E+07  .8078E+06   .9998709 -.0057707  .0149978
T  232  2 .1252833E+07   3300000E+02  .3085E+07  .2602E+06   .9998391  .0166663 -.0066321
T  233  2 .1249177E+07   3300000E+02  .3702E+07  .3116E+06   .9997938  .0115390 -.0167098
T  234  2 .1054566E+07   3300000E+02 -.1465E+06 -.1821E+07   .9995671 -.0198118  .0217523
T  235  2 .1282408E+07   3300000E+02 -.1280E+07  .3141E+07   .9995043 -.0046084  .0311438
T  236  2 .1354700E+07   3300000E+02  .1433E+07 -.1753E+07   .9998216 -.0112188 -.0151959
T  237  2 .1218252E+07   3300000E+02 -.4676E+07 -.1027E+07   .9997979  .0017398 -.0200306
T  238  2 .1300394E+07   3300000E+02 -.1594E+07 -.2496E+07   .9996538  .0047237 -.0258818
T  239  2 .1141046E+07   3300000E+02 -.9569E+07 -.2886E+08   .9942205 -.0445848 -.0976620
T  240  2 .1223882E+07   3300000E+02  .4292E+07  .4138E+07   .9991452 -.0087335  .0404042
T  241  2 .1241704E+07   3300000E+02  .1075E+06 -.4331E+06   .9998418 -.0025642 -.0176002
T  242  2 .1255917E+07   3300000E+02  .4229E+07 -.5526E+07   .9976790 -.0081345 -.0676044
T  243  2 .1138187E+07   3300000E+02  .3391E+07 -.1195E+08   .9998753  .0050714 -.0149579
T  244  2 .1151277E+07   3300000E+02  .4519E+07  .2599E+07   .9981436  .0597302  .0118979
T  245  2 .1217754E+07   3300000E+02  .6941E+05 -.2856E+07   .9997613 -.0218388 -.0005990
T  246  2 .1241790E+07   3300000E+02  .1176E+06 -.1030E+07   .9977445  .0628236 -.0236458
T  247  2 .1112549E+07   3300000E+02 -.2938E+07 -.2072E+06   .9996668 -.0257717 -.0014705
T  248  2 .1103914E+07   3300000E+02 -.2471E+07  .6375E+07   .9902243 -.0669799  .1223499
T  249  2 .1284307E+07   3300000E+02  .2531E+07 -.4560E+07   .9993301 -.0093629 -.0353785
T  250  2 .1185141E+07   3300000E+02 -.2810E+07 -.2048E+07   .9994213 -.0115512  .0319930
T  251  2 .1177251E+07   3300000E+02 -.5783E+07  .7068E+06   .9601592 -.2791459 -.0131075
T  252  2 .1160539E+07   3300000E+02  .2059E+07 -.9988E+06   .9990731  .0282177 -.0325081
T  253  2 .1229202E+07   3300000E+02 -.2935E+06 -.8485E+06   .9988895  .0357964 -.0306329
