============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Layer 1(  30 mm) =========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T   34  2 .1740774E+07   3000000E+02 -.6303E+07  .1671E+08   .9884366 -.0760681  .1311746
T   35  2 .1787583E+07   3000000E+02  .1858E+07 -.1274E+07   .9998166  .0100827 -.0162824
T   36  2 .1859575E+07   3000000E+02 -.3562E+07  .3479E+07   .9990090 -.0437020  .0084384
T   37  2 .1769704E+07   3000000E+02 -.1437E+07  .2311E+06   .9924251  .1219755 -.0146442
T   38  2 .1753523E+07   3000000E+02  .6799E+07 -.1921E+07   .9986649  .0515830  .0027586
T   39  2 .1859311E+07   3000000E+02  .3026E+07  .1699E+07   .9998343  .0055033  .0173531
T   40  2 .1850621E+07   3000000E+02  .3027E+06 -.9303E+06   .9995474  .0097797 -.0284483
T   41  2 .1853288E+07   3000000E+02 -.4211E+07  .2941E+07   .9988235 -.0352280  .0333254
T   42  2 .1771217E+07   3000000E+02 -.1434E+07  .6010E+07   .9995057  .0059749  .0308641
T   43  2 .1864632E+07   3000000E+02 -.1400E+07 -.2817E+07   .9999983  .0011626 -.0014255
T   44  2 .1801049E+07   3000000E+02 -.2584E+07 -.2306E+07   .9999994 -.0004215  .0009769
T   45  2 .1762872E+07   3000000E+02 -.2110E+07 -.1228E+07   .9996312 -.0271262 -.0012704
T   46  2 .1737297E+07   3000000E+02 -.3477E+07  .2244E+06   .9989717 -.0171380  .0419732
T   47  2 .1784252E+07   3000000E+02  .9670E+06 -.2665E+07   .9988122  .0352414 -.0336479
T   48  2 .1737848E+07   3000000E+02  .1615E+08 -.2816E+07   .9974919  .0704802 -.0065110
T   49  2 .1828903E+07   3000000E+02  .8972E+07  .1614E+07   .9968659  .0751001  .0248651
T   50  2 .1859250E+07   3000000E+02  .4671E+07 -.3181E+07   .9987961  .0405125 -.0276620
T   51  2 .1743205E+07   3000000E+02 -.7042E+06  .5314E+07   .9978052 -.0100943  .0654438
T   52  2 .1924346E+07   3000000E+02 -.8657E+06 -.2145E+07   .9999474 -.0102563 -.0001510
T   53  2 .1827519E+07   3000000E+02  .1405E+07 -.1221E+07   .9999383  .0065857  .0089491
T   54  2 .1810821E+07   3000000E+02 -.1666E+07  .1688E+07   .9998831 -.0152903  .0000084
T   55  2 .1858581E+07   3000000E+02  .2408E+07  .4024E+07   .9984631  .0405583  .0377677
T   56  2 .1867394E+07   3000000E+02  .4703E+07 -.2617E+07   .9991102  .0394281  .0149732
T   57  2 .1862644E+07   3000000E+02  .5337E+07  .5649E+07   .9976652  .0304599  .0611252
T   58  2 .1854623E+07   3000000E+02 -.2527E+07  .5669E+06   .9999285 -.0036023 -.0114035
T   59  2 .1742096E+07   3000000E+02  .1863E+07  .1004E+07   .9991844  .0236246  .0327490
T   60  2 .1781951E+07   3000000E+02  .1337E+08 -.1517E+07   .9990665  .0428027  .0058288
T   61  2 .1839450E+07   3000000E+02 -.1191E+07  .5225E+07   .9995499 -.0148190  .0260825
T   62  2 .1919188E+07   3000000E+02 -.5392E+07 -.1236E+07   .9992718 -.0230008 -.0304438
T   63  2 .1790883E+07   3000000E+02  .4078E+06 -.4733E+06   .9998684  .0160693 -.0022421
T   64  2 .1854824E+07   3000000E+02  .1683E+07 -.7476E+06   .9999954 -.0015217 -.0026207
T   65  2 .1758935E+07   3000000E+02  .2399E+06  .2272E+07   .9999773  .0067374  .0003177
T   66  2 .1810855E+07   3000000E+02  .1188E+07 -.7636E+06   .9998582  .0139667 -.0094118
T   67  2 .1888389E+07   3000000E+02 -.2526E+07 -.2504E+07   .9995571 -.0122497 -.0271204
T   68  2 .1819680E+07   3000000E+02 -.1182E+07 -.1505E+07   .9998934 -.0052518 -.0136220
T   69  2 .1809044E+07   3000000E+02 -.1712E+07  .3535E+07   .9997153 -.0162871  .0174346
T   70  2 .1864532E+07   3000000E+02 -.2549E+07  .1110E+07   .9998917 -.0110147  .0097576
T   71  2 .1858866E+07   3000000E+02  .6113E+07  .1185E+07   .9992096  .0396486 -.0028598
T   72  2 .1866599E+07   3000000E+02  .2793E+07 -.1051E+07   .9999228  .0097550  .0077021
T   73  2 .1846485E+07   3000000E+02  .1694E+07  .2770E+07   .9999273  .0112089 -.0044404
T   74  2 .1811010E+07   3000000E+02  .2089E+07 -.5704E+07   .9992394  .0315929 -.0228570
T   75  2 .1876053E+07   3000000E+02  .3716E+07  .4780E+07   .9995698  .0213612  .0200971
T   76  2 .1823563E+07   3000000E+02  .4536E+06  .5103E+07   .9994371  .0113077  .0315845
T   77  2 .1873930E+07   3000000E+02  .4300E+07 -.6171E+07   .9992270  .0317371 -.0231967
T   78  2 .1822080E+07   3000000E+02 -.5445E+07  .2567E+07   .9997480 -.0122510 -.0188107
T   79  2 .1882002E+07   3000000E+02  .1157E+07  .1228E+07   .9993865  .0318239  .0146245
T   80  2 .1888483E+07   3000000E+02  .3734E+07  .1752E+07   .9995456  .0283404  .0102695
T   81  2 .1781133E+07   3000000E+02  .2073E+07  .3963E+07   .9995427  .0053844  .0297572
T   82  2 .1821191E+07   3000000E+02  .2137E+06 -.1523E+07   .9999327 -.0106274  .0046565
T   83  2 .1773398E+07   3000000E+02 -.7119E+07 -.9289E+06   .9974086 -.0627405 -.0352099
T   84  2 .1815836E+07   3000000E+02 -.3625E+06 -.3463E+06   .9994997 -.0281058 -.0145076
T   85  2 .1734436E+07   3000000E+02  .2771E+08 -.1496E+08   .9764584  .1966443 -.0886564
T   86  2 .1756544E+07   3000000E+02 -.5206E+07 -.9030E+07   .9981834 -.0266071 -.0540552
T   87  2 .1825711E+07   3000000E+02 -.6930E+06  .2989E+06   .9999369 -.0032174  .0107675
T   88  2 .1810261E+07   3000000E+02 -.4722E+06 -.5123E+06   .9999018 -.0101900 -.0096197
T   89  2 .1795331E+07   3000000E+02  .4572E+06 -.1198E+07   .9998332  .0060340 -.0172357
T   90  2 .1821840E+07   3000000E+02 -.5815E+06  .2655E+07   .9998964 -.0129674  .0062543
T   91  2 .1855812E+07   3000000E+02  .1229E+07  .1130E+06   .9998522  .0110872 -.0131434
T   92  2 .1846440E+07   3000000E+02 -.6902E+07 -.1499E+08   .9977487 -.0091635 -.0664344
T   93  2 .1841964E+07   3000000E+02  .1184E+07  .6078E+06   .9997816 -.0089109 -.0189022
T   94  2 .1836280E+07   3000000E+02 -.6109E+07  .2214E+07   .9994477 -.0313346  .0110649
T   95  2 .1769762E+07   3000000E+02 -.7370E+07  .3444E+07   .9989218 -.0316833  .0339314
T   96  2 .1785529E+07   3000000E+02  .5328E+07  .2065E+08   .9959322  .0154765  .0887666
T   97  2 .1856035E+07   3000000E+02  .1570E+07 -.9353E+06   .9999491 -.0013809 -.0099937
T   98  2 .1852512E+07   3000000E+02  .2733E+07 -.5510E+06   .9999376  .0080052  .0077869
T   99  2 .1713581E+07   3000000E+02  .1410E+07  .3306E+06   .9998507 -.0062107 -.0161231
T  100  2 .1798708E+07   3000000E+02 -.3785E+07  .5853E+07   .9998489 -.0137289  .0106590
T  101  2 .1711109E+07   3000000E+02 -.2117E+07 -.4245E+07   .9978894  .0060200 -.0646563
T  102  2 .1853135E+07   3000000E+02 -.1891E+07 -.4447E+07   .9991395 -.0162483 -.0381600
T  103  2 .1841780E+07   3000000E+02  .1283E+07  .2589E+06   .9999970  .0024327 -.0002130
T  104  2 .1795971E+07   3000000E+02 -.3146E+07  .1673E+07   .9991616 -.0381789 -.0147779
T  105  2 .1837140E+07   3000000E+02  .5370E+06 -.3776E+06   .9998123  .0009500 -.0193509
T  106  2 .1818331E+07   3000000E+02 -.1907E+07  .3423E+07   .9998775 -.0103866  .0117103
T  107  2 .1803951E+07   3000000E+02 -.1601E+07 -.6936E+06   .9999779  .0010673  .0065651
T  108  2 .1713268E+07   3000000E+02 -.2812E+07 -.2679E+07   .9999555 -.0003758 -.0094253
T  109  2 .1868745E+07   3000000E+02 -.9043E+06 -.3355E+06   .9999887 -.0018914 -.0043591
T  110  2 .1880716E+07   3000000E+02  .2800E+06  .2156E+07   .9997641  .0062742  .0207932
T  111  2 .1779198E+07   3000000E+02  .6326E+06  .3980E+07   .9985991 -.0513513  .0127589
T  112  2 .1865475E+07   3000000E+02  .8177E+06  .1617E+07   .9991230 -.0121354 -.0400757
T  113  2 .1882829E+07   3000000E+02  .5465E+07 -.1528E+07   .9988794  .0433898 -.0189012
T  114  2 .1850565E+07   3000000E+02  .4250E+07  .1952E+07   .9999755 -.0007409  .0069664
T  115  2 .1847068E+07   3000000E+02 -.2453E+07  .8670E+06   .9999518 -.0091442  .0035791
T  116  2 .1811179E+07   3000000E+02  .5866E+06 -.9908E+06   .9996003  .0203872 -.0195859
T  117  2 .1849638E+07   3000000E+02  .6535E+07  .3843E+07   .9970486  .0311533  .0701681
T  118  2 .1921384E+07   3000000E+02  .2944E+06 -.1938E+05   .9999283  .0022267 -.0117640
T  119  2 .1724738E+07   3000000E+02 -.6461E+07  .7710E+06   .9990965 -.0388283  .0172796
T  120  2 .1798786E+07   3000000E+02  .1612E+07  .2486E+07   .9998091  .0191872 -.0037009
T  121  2 .1846147E+07   3000000E+02  .2808E+07 -.1822E+07   .9985992  .0515073  .0121106
T  122  2 .1932294E+07   3000000E+02 -.6548E+07 -.5032E+07   .9970475 -.0579487 -.0503811
T  123  2 .1880351E+07   3000000E+02 -.6878E+07 -.3793E+07   .9977788 -.0596827 -.0295867
T  124  2 .1863387E+07   3000000E+02 -.2618E+07  .2218E+07   .9996962 -.0223915  .0103028
T  125  2 .1832481E+07   3000000E+02  .7052E+06  .2302E+07   .9996824  .0210315 -.0138823
T  126  2 .1767512E+07   3000000E+02  .1691E+07 -.2977E+06   .9999987  .0010713  .0012188
T  127  2 .1792015E+07   3000000E+02  .3861E+07  .6539E+07   .9986835  .0302371  .0414364
T  128  2 .1822065E+07   3000000E+02  .3792E+07  .3080E+07   .9993300  .0232636  .0282541
T  129  2 .1821046E+07   3000000E+02  .2283E+07  .3894E+07   .9994980  .0177066  .0262740
T  130  2 .1775832E+07   3000000E+02 -.1376E+07 -.2876E+07   .9999197 -.0087793 -.0091381
T  131  2 .1881260E+07   3000000E+02  .5639E+07 -.1836E+07   .9992749  .0379862  .0025849
T  132  2 .1769184E+07   3000000E+02  .1562E+07 -.4225E+07   .9994925  .0255511 -.0190245
T  133  2 .1772247E+07   3000000E+02 -.2973E+07  .1656E+07   .9992568 -.0350033  .0161449
T  134  2 .1820815E+07   3000000E+02  .3618E+07  .1153E+06   .9999511 -.0059752  .0078793
T  135  2 .1756413E+07   3000000E+02  .1127E+07 -.6054E+07   .9993522 -.0085112 -.0349673
T  136  2 .1814459E+07   3000000E+02 -.1839E+07  .6252E+06   .9990818 -.0423305 -.0066105
T  137  2 .1886589E+07   3000000E+02 -.1401E+07 -.9305E+05   .9999777 -.0028093 -.0060606
T  138  2 .1825990E+07   3000000E+02  .1383E+07  .4722E+07   .9998780 -.0031382  .0153009
T  139  2 .1774025E+07   3000000E+02 -.1182E+07  .1501E+07   .9998415 -.0147448 -.0099754
T  140  2 .1932049E+07   3000000E+02 -.2402E+07 -.1341E+07   .9990506  .0183431 -.0395143
T  141  2 .1852099E+07   3000000E+02 -.1397E+07  .2258E+07   .9998022  .0028694  .0196820
T  142  2 .1850181E+07   3000000E+02 -.4837E+07 -.1687E+07   .9993132 -.0368195  .0041779
T  143  2 .1911075E+07   3000000E+02 -.1488E+07  .4779E+07   .9994668 -.0233763  .0227972
T  144  2 .1725479E+07   3000000E+02 -.3657E+07 -.6681E+07   .9988314 -.0416320 -.0245483
T  145  2 .1932222E+07   3000000E+02  .2209E+07  .2505E+07   .9976471  .0472301  .0496940
T  146  2 .1752403E+07   3000000E+02  .1307E+07  .2589E+07   .9995165  .0133174  .0280969
T  147  2 .1775535E+07   3000000E+02  .2570E+07 -.3121E+07   .9996739  .0059412 -.0248340
T  148  2 .1833723E+07   3000000E+02 -.2886E+07 -.1458E+07   .9997607 -.0163072  .0145805
T  149  2 .1834185E+07   3000000E+02  .3946E+07 -.4746E+07   .9988700  .0312684 -.0357912
T  150  2 .1746411E+07   3000000E+02 -.2984E+07  .1190E+08   .9813194 -.0489650  .1860503
T  151  2 .1862616E+07   3000000E+02 -.1146E+07  .4538E+07   .9981351  .0466312  .0393923
T  152  2 .1839537E+07   3000000E+02  .4881E+07  .2599E+07   .9987056  .0473320  .0186237
T  153  2 .1806656E+07   3000000E+02 -.2980E+07 -.1388E+07   .9982100 -.0576480  .0159221
T  154  2 .1785889E+07   3000000E+02 -.3110E+07 -.9264E+06   .9999027 -.0119267 -.0072407
T  155  2 .1831563E+07   3000000E+02 -.1865E+07 -.3490E+06   .9997463 -.0224376  .0019512
T  156  2 .1734891E+07   3000000E+02 -.2257E+07  .2277E+07   .9968333  .0291444  .0739859
T  157  2 .1878660E+07   3000000E+02  .5503E+06  .2086E+07   .9999883  .0040979  .0025712
T  158  2 .1856659E+07   3000000E+02 -.4106E+07 -.9717E+06   .9996767 -.0231278 -.0105650
T  159  2 .1823401E+07   3000000E+02 -.8114E+07  .1319E+07   .9982566 -.0589665  .0025727
T  160  2 .1754012E+07   3000000E+02  .1982E+07 -.1373E+07   .9993881  .0083883 -.0339582
T  161  2 .1957210E+07   3000000E+02  .1410E+07 -.1025E+07   .9988152  .0422833 -.0240910
T  162  2 .1867250E+07   3000000E+02  .4443E+06 -.3534E+07   .9987593 -.0139497 -.0478048
T  163  2 .1875049E+07   3000000E+02 -.2353E+07 -.1296E+07   .9999684 -.0036079 -.0070790
T  164  2 .1840289E+07   3000000E+02 -.1509E+07 -.1166E+07   .9993010  .0070144 -.0367198
T  165  2 .2000517E+07   3000000E+02 -.4133E+07  .2618E+07   .9993672 -.0273187  .0227778
T  166  2 .1940890E+07   3000000E+02 -.4287E+05 -.1567E+06   .9998867  .0102972 -.0109766
T  167  2 .1759122E+07   3000000E+02  .7957E+07 -.2912E+07   .9966902  .0689367 -.0430863
T  168  2 .1840552E+07   3000000E+02  .1665E+07 -.7702E+06   .9998866 -.0039654  .0145312
T  169  2 .1854200E+07   3000000E+02  .4229E+07  .3580E+07   .9990296  .0205918  .0389349
T  170  2 .1804032E+07   3000000E+02 -.5586E+06 -.2719E+07   .9996259 -.0129386 -.0240978
T  171  2 .1834590E+07   3000000E+02  .2586E+07 -.9274E+06   .9997572  .0170289 -.0139844
T  172  2 .1836425E+07   3000000E+02  .7595E+06  .8806E+07   .9978017 -.0071477  .0658833
T  173  2 .1781974E+07   3000000E+02 -.1487E+07  .6990E+07   .9991155 -.0245678  .0341280
T  174  2 .1751757E+07   3000000E+02  .3996E+07 -.3393E+07   .9995446  .0081457 -.0290551
T  175  2 .1793082E+07   3000000E+02 -.3690E+05  .5775E+07   .9980391  .0016425  .0625727
T  176  2 .1782162E+07   3000000E+02 -.8697E+05  .1596E+07   .9998566 -.0026894  .0167207
T  177  2 .1846127E+07   3000000E+02  .4876E+06 -.2777E+07   .9996943 -.0057282 -.0240524
T  178  2 .1849666E+07   3000000E+02 -.9619E+06  .1355E+07   .9998177 -.0186268 -.0042045
T  179  2 .1829115E+07   3000000E+02 -.4267E+07 -.9520E+06   .9979482 -.0637178  .0062838
T  180  2 .1815921E+07   3000000E+02 -.3516E+07 -.7779E+07   .9975127 -.0376650 -.0595803
T  181  2 .1818464E+07   3000000E+02 -.2763E+06  .4318E+07   .9995302  .0303332  .0043866
T  182  2 .1785181E+07   3000000E+02 -.2487E+07 -.2230E+07   .9999937 -.0003394  .0035258
T  183  2 .1882729E+07   3000000E+02  .7449E+06 -.1043E+07   .9999408  .0081356  .0072256
T  184  2 .1808966E+07   3000000E+02  .9735E+06 -.3233E+07   .9999719  .0074831 -.0003538
T  185  2 .1853882E+07   3000000E+02 -.1194E+08  .4575E+07   .9958113 -.0852465  .0330588
T  186  2 .1832746E+07   3000000E+02  .7982E+07  .3600E+07   .9969335  .0518293  .0586289
T  187  2 .1833498E+07   3000000E+02  .7320E+07  .4113E+07   .9986253  .0522975 -.0035375
T  188  2 .1898863E+07   3000000E+02 -.3341E+07  .2744E+07   .9998608  .0004808  .0166798
T  189  2 .1907200E+07   3000000E+02  .1903E+07 -.1088E+07   .9999258  .0061375  .0105198
T  190  2 .1791984E+07   3000000E+02  .6370E+07 -.2203E+08   .9910647  .0241894 -.1311703
T  191  2 .1911897E+07   3000000E+02 -.2475E+06 -.8902E+06   .9999215 -.0051420 -.0114298
T  192  2 .1840831E+07   3000000E+02  .4005E+07  .6656E+06   .9992418  .0354163 -.0161694
T  193  2 .1894484E+07   3000000E+02  .1011E+07 -.3001E+07   .9998619  .0071652 -.0149914
T  194  2 .1873316E+07   3000000E+02 -.1372E+05  .1015E+07   .9994843 -.0319808  .0028937
T  195  2 .1805447E+07   3000000E+02 -.2394E+05  .6205E+07   .9993999  .0050486  .0342693
T  196  2 .1773337E+07   3000000E+02 -.1001E+07 -.1095E+07   .9999828  .0051399 -.0028305
T  197  2 .1811514E+07   3000000E+02  .9200E+06 -.1628E+07   .9999374 -.0034209  .0106551
T  198  2 .1827187E+07   3000000E+02  .2193E+07 -.4876E+07   .9996379  .0098436 -.0250430
T  199  2 .1831044E+07   3000000E+02 -.8427E+06 -.3938E+07   .9999348 -.0035731  .0108436
T  200  2 .1803753E+07   3000000E+02  .2765E+07  .2575E+07   .9998214  .0176897  .0066548
T  201  2 .1847229E+07   3000000E+02 -.4101E+05  .1846E+07   .9998121  .0008112  .0193657
T  202  2 .1894935E+07   3000000E+02 -.6111E+07 -.5888E+06   .9991007  .0311121 -.0288070
T  203  2 .1844797E+07   3000000E+02  .1705E+07 -.6571E+06   .9996772  .0144323 -.0209079
T  204  2 .1922837E+07   3000000E+02 -.1126E+08 -.4075E+07   .9937724 -.1011313 -.0467863
T  205  2 .1867316E+07   3000000E+02 -.2463E+07 -.2081E+07   .9998322 -.0106864 -.0148773
T  206  2 .1845716E+07   3000000E+02  .3556E+06 -.3534E+06   .9999532  .0045849 -.0085192
T  207  2 .1810140E+07   3000000E+02  .3932E+06 -.2328E+07   .9997684 -.0164827 -.0138401
T  208  2 .1850160E+07   3000000E+02  .1298E+07 -.3203E+07   .9998677  .0071629 -.0146010
T  209  2 .1795226E+07   3000000E+02  .8327E+06  .2499E+07   .9998957 -.0062218  .0130363
T  210  2 .1841493E+07   3000000E+02 -.1627E+07 -.3029E+07   .9994997  .0091287 -.0302828
T  211  2 .1875466E+07   3000000E+02 -.5987E+06  .8896E+06   .9998607 -.0101374 -.0132604
T  212  2 .1815216E+07   3000000E+02 -.7810E+07 -.1583E+07   .9984238 -.0561210  .0005692
T  213  2 .1879231E+07   3000000E+02 -.2885E+07 -.2558E+07   .9999004 -.0083276 -.0113906
T  214  2 .1814037E+07   3000000E+02  .1910E+07 -.1581E+07   .9999594  .0062132 -.0065229
T  215  2 .1692053E+07   3000000E+02 -.2578E+07 -.1385E+07   .9920853  .1214266 -.0319728
T  216  2 .1817879E+07   3000000E+02  .1050E+07  .5908E+07   .9988117  .0080065  .0480730
T  217  2 .1803531E+07   3000000E+02  .7002E+06  .1466E+07   .9999254  .0120153 -.0022125
T  218  2 .1895084E+07   3000000E+02 -.1722E+07 -.3648E+07   .9995921 -.0043699 -.0282245
T  219  2 .1867604E+07   3000000E+02 -.4658E+07 -.2543E+07   .9995225 -.0304110 -.0054762
T  220  2 .1793700E+07   3000000E+02  .1529E+07 -.7530E+06   .9998290  .0110190 -.0148485
T  221  2 .1789648E+07   3000000E+02  .9210E+07 -.2255E+06   .9957873  .0801096  .0446100
T  222  2 .1830791E+07   3000000E+02  .8590E+06 -.7580E+07   .9996339  .0131191 -.0236644
T  223  2 .1925269E+07   3000000E+02 -.2873E+07  .4280E+07   .9942149 -.0820059 -.0693667
T  224  2 .1786108E+07   3000000E+02  .4179E+06  .5058E+07   .9992243 -.0023074  .0393116
T  225  2 .1871051E+07   3000000E+02  .1857E+07  .5644E+07   .9994006  .0260542  .0227949
T  226  2 .1842705E+07   3000000E+02  .3530E+07  .7285E+06   .9988296  .0186002  .0446475
T  227  2 .1847692E+07   3000000E+02 -.2769E+07 -.1744E+07   .9999630 -.0060836  .0060766
T  228  2 .1852385E+07   3000000E+02 -.2311E+07  .2024E+07   .9999824 -.0058390  .0010524
T  229  2 .1835145E+07   3000000E+02  .8866E+06  .1850E+07   .9998655 -.0155953  .0050852
T  230  2 .1811238E+07   3000000E+02 -.3659E+06 -.7797E+06   .9994539  .0321143 -.0077790
T  231  2 .1783092E+07   3000000E+02 -.1137E+07  .2985E+07   .9998693  .0158140 -.0033544
T  232  2 .1821299E+07   3000000E+02  .3603E+07 -.3533E+07   .9959294  .0798699 -.0417776
T  233  2 .1839153E+07   3000000E+02  .3084E+07  .3854E+07   .9991958  .0331954  .0224925
T  234  2 .1893470E+07   3000000E+02  .4812E+06 -.1056E+07   .9991197 -.0410101  .0088345
T  235  2 .1864124E+07   3000000E+02  .1938E+07  .5614E+07   .9993507  .0345820  .0101148
T  236  2 .1801272E+07   3000000E+02 -.3335E+06 -.6916E+07   .9999115  .0006525  .0132851
T  237  2 .1871717E+07   3000000E+02 -.2049E+07  .1584E+07   .9997651 -.0119392  .0180862
T  238  2 .1874895E+07   3000000E+02  .2584E+06  .4903E+07   .9992730  .0105240  .0366432
T  239  2 .1824363E+07   3000000E+02  .1650E+07 -.1552E+07   .9996010  .0251756  .0128088
T  240  2 .1752189E+07   3000000E+02 -.3716E+07  .1305E+07   .9987537 -.0493257  .0076129
T  241  2 .1832215E+07   3000000E+02 -.7836E+06  .5218E+07   .9985013  .0132573  .0530971
T  242  2 .1831978E+07   3000000E+02  .8929E+05 -.3095E+07   .9998156  .0023349 -.0190607
T  243  2 .1881232E+07   3000000E+02 -.1929E+07 -.1737E+07   .9997515 -.0136702 -.0176090
T  244  2 .1806255E+07   3000000E+02 -.1652E+07 -.3173E+07   .9997136 -.0072009 -.0228224
T  245  2 .1805646E+07   3000000E+02  .1850E+07 -.6562E+07   .9971896  .0376699 -.0647601
T  246  2 .1840908E+07   3000000E+02  .4396E+07 -.8486E+05   .9992650  .0282241  .0259406
T  247  2 .1853636E+07   3000000E+02  .2038E+06  .1964E+07   .9998572 -.0055751  .0159547
T  248  2 .1748891E+07   3000000E+02  .2542E+07  .1683E+06   .9991633  .0308837 -.0268122
T  249  2 .1725435E+07   3000000E+02  .2036E+07  .5481E+06   .9997912  .0204264  .0005770
T  250  2 .1561608E+07   3000000E+02 -.4295E+07 -.1080E+08   .8412093 -.0302932 -.5398604
T  251  2 .1795294E+07   3000000E+02 -.2220E+07 -.2190E+06   .9998034 -.0114818  .0161678
T  252  2 .1886716E+07   3000000E+02  .2851E+07  .2338E+07   .9996251  .0068941  .0264996
T  253  2 .1757442E+07   3000000E+02 -.1823E+07  .6258E+06   .9998987 -.0114719 -.0084212
T  254  2 .1815970E+07   3000000E+02 -.2018E+07  .1840E+07   .9995856 -.0259001 -.0125603
