============================== SRIM-2008.04 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Layer 1(  12 um) =========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  239  2 .3394895E+07   1200020E-01 -.2122E+04 -.8030E+03   .9990356 -.0420045 -.0127895
T  240  2 .3324673E+07   1200004E-01 -.2385E+04 -.6581E+03   .9993099 -.0361729  .0084359
T  241  2 .3353211E+07   1200024E-01 -.2389E+04  .1702E+04   .9991237 -.0412263  .0072263
T  242  2 .3377000E+07   1200018E-01  .2472E+03 -.1114E+04   .9996009  .0232752 -.0160122
T  243  2 .3419436E+07   1200010E-01 -.2880E+04  .2960E+04   .9991155 -.0060806  .0416075
T  244  2 .3367909E+07   1200013E-01  .1301E+04 -.2269E+03   .9996970  .0213475 -.0122589
T  245  2 .3458588E+07   1200010E-01 -.1177E+04  .9496E+03   .9998515 -.0157415  .0070160
T  246  2 .3406476E+07   1200023E-01  .5232E+03  .1211E+04   .9999677  .0059738  .0053799
T  247  2 .3350872E+07   1200016E-01 -.1241E+04 -.1526E+04   .9998911 -.0139212  .0048949
T  248  2 .3422357E+07   1200020E-01  .7825E+03  .4933E+03   .9997420  .0196437  .0114010
T  249  2 .3382211E+07   1200025E-01  .1130E+04 -.2246E+04   .9984978  .0189344 -.0514159
T  250  2 .3323684E+07   1200019E-01  .9743E+03 -.3585E+03   .9998939  .0145140 -.0012559
T  251  2 .3348420E+07   1200019E-01  .4132E+02  .1359E+04   .9999386  .0071298  .0084870
T  252  2 .3400820E+07   1200023E-01  .2199E+03  .1398E+04   .9995349  .0247237  .0178503
T  253  2 .3398628E+07   1200021E-01  .1416E+04 -.4356E+03   .9992833  .0373715 -.0060220
T  254  2 .3460901E+07   1200010E-01  .2323E+04  .4602E+03   .9997664  .0211333  .0045240
T  255  2 .3373597E+07   1200009E-01  .1041E+04 -.4099E+03   .9998197  .0174945 -.0073843
T  256  2 .3423681E+07   1200004E-01 -.1381E+04  .4289E+03   .9990976 -.0344601 -.0248283
T  257  2 .3385491E+07   1200009E-01  .7348E+03  .1123E+04   .9994022 -.0034482  .0343995
T  258  2 .3398797E+07   1200005E-01 -.5986E+04  .5429E+04   .9947449 -.0692508  .0754121
T  259  2 .3364385E+07   1200024E-01  .2020E+03 -.2523E+04   .9990144  .0115875 -.0428477
T  260  2 .3387669E+07   1200001E-01 -.7106E+03 -.9765E+03   .9995520 -.0178534 -.0240222
T  261  2 .3451249E+07   1200017E-01  .5204E+03 -.4044E+03   .9999982  .0016176 -.0009695
T  262  2 .3424970E+07   1200017E-01 -.1870E+04 -.5360E+03   .9983538 -.0494614 -.0290405
T  263  2 .3436980E+07   1200022E-01 -.9869E+03  .2535E+04   .9993137 -.0060920  .0365382
T  264  2 .3356451E+07   1200004E-01 -.2008E+01  .6733E+03   .9999851  .0026210  .0047794
T  265  2 .3366890E+07   1200013E-01 -.4808E+03  .9885E+03   .9999550  .0014958  .0093689
T  266  2 .3475723E+07   1200023E-01 -.9306E+03  .6715E+03   .9997101 -.0122158  .0207482
T  267  2 .3326115E+07   1200022E-01 -.2661E+03  .5058E+03   .9998063 -.0097697  .0170884
T  268  2 .3449311E+07   1200002E-01 -.6484E+03  .2869E+03   .9999790  .0021224 -.0061247
T  269  2 .3440198E+07   1200015E-01 -.1267E+03 -.2575E+03   .9996329  .0256745 -.0086574
T  270  2 .3447412E+07   1200021E-01 -.8432E+03  .2463E+02   .9999889 -.0046812  .0004395
T  271  2 .3397374E+07   1200018E-01  .4021E+02  .2240E+04   .9987179 -.0184760  .0471305
T  272  2 .3418771E+07   1200021E-01 -.1403E+03  .1522E+03   .9998493 -.0152624  .0082678
T  273  2 .3438229E+07   1200024E-01 -.6926E+03 -.9286E+03   .9997868 -.0117571 -.0169742
T  274  2 .3414980E+07   1200012E-01  .2569E+04 -.1106E+04   .9997529  .0136813 -.0175207
T  275  2 .3423246E+07   1200025E-01 -.4965E+02  .1036E+03   .9999237 -.0004093 -.0123462
T  276  2 .3400547E+07   1200010E-01 -.4265E+03 -.5775E+03   .9999617  .0018567 -.0085472
T  277  2 .3356681E+07   1200012E-01  .1775E+03 -.1614E+03   .9999804 -.0001964 -.0062603
T  278  2 .3329596E+07   1200005E-01  .1373E+04  .1563E+04   .9997131  .0133936  .0198572
T  279  2 .3432345E+07   1200017E-01 -.4404E+03  .3323E+04   .9968631 -.0255878  .0748944
T  280  2 .3390485E+07   1200009E-01  .1048E+04 -.1814E+04   .9998569  .0071933 -.0153115
T  281  2 .3478032E+07   1200000E-01  .1536E+04 -.5191E+01   .9997545  .0220052 -.0025908
T  282  2 .3462593E+07   1200022E-01 -.2133E+04  .1106E+04   .9997731 -.0170242  .0128013
T  283  2 .3375982E+07   1200011E-01 -.1177E+04  .1423E+04   .9997276 -.0068081  .0223255
T  284  2 .3401819E+07   1200008E-01 -.3255E+04 -.4172E+04   .9986148 -.0337021 -.0404050
T  285  2 .3399988E+07   1200011E-01  .6053E+03 -.7696E+02   .9998747 -.0019138 -.0157162
T  286  2 .3398889E+07   1200016E-01  .2036E+04 -.1774E+04   .9994959  .0222134 -.0226823
T  287  2 .3388178E+07   1200013E-01 -.2994E+03 -.6410E+03   .9999676 -.0080448  .0001577
T  288  2 .3406575E+07   1200008E-01 -.2703E+04  .9726E+03   .9992493 -.0328288  .0205696
T  289  2 .3431403E+07   1200024E-01  .1011E+04 -.2897E+04   .9994957 -.0061869 -.0311448
T  290  2 .3378743E+07   1200025E-01  .1379E+04  .6575E+03   .9994511  .0175350  .0281059
T  291  2 .3349614E+07   1200000E-01  .1193E+04 -.3293E+03   .9997408 -.0015749  .0227117
T  292  2 .3472043E+07   1200010E-01 -.1153E+03  .2330E+04   .9991939 -.0041750  .0399262
T  293  2 .3382433E+07   1200002E-01 -.1262E+04  .3589E+03   .9999515 -.0081589  .0055080
T  294  2 .3346513E+07   1200019E-01  .8652E+03 -.9198E+03   .9999709  .0040591 -.0064547
T  295  2 .3357194E+07   1200025E-01  .4939E+03  .6749E+03   .9999403  .0009137  .0108840
T  296  2 .3400140E+07   1200009E-01 -.1525E+02  .1154E+04   .9996454  .0230039  .0134104
T  297  2 .3373656E+07   1200009E-01 -.7833E+03 -.1278E+04   .9997833 -.0186161 -.0093215
T  298  2 .3391105E+07   1200022E-01  .1425E+04  .1891E+04   .9995132  .0176889  .0256996
T  299  2 .3371691E+07   1200004E-01  .2034E+02 -.1429E+03   .9999288 -.0042035 -.0111685
T  300  2 .3426222E+07   1200025E-01 -.2181E+04 -.6119E+03   .9987128 -.0442044 -.0248742
T  301  2 .3320573E+07   1200025E-01 -.1232E+04 -.2958E+04   .9973262 -.0191444 -.0705263
T  302  2 .3434524E+07   1200008E-01 -.2287E+03 -.1707E+04   .9998647 -.0002604 -.0164464
T  303  2 .3454948E+07   1200002E-01  .1840E+04 -.1578E+04   .9997289  .0115086 -.0202398
T  304  2 .3370437E+07   1200012E-01  .1494E+04 -.2181E+03   .9994299  .0316953 -.0116321
T  305  2 .3415759E+07   1200023E-01  .6831E+02  .2946E+03   .9997280  .0122991  .0198170
T  306  2 .3393379E+07   1200023E-01  .1602E+04 -.1946E+04   .9986914  .0180319 -.0478578
T  307  2 .3381581E+07   1200018E-01 -.3063E+03  .4115E+03   .9999705 -.0047853  .0060035
T  308  2 .3350713E+07   1200023E-01  .3235E+03  .6585E+03   .9999767  .0067389  .0010537
T  309  2 .3408416E+07   1200019E-01  .9178E+03 -.1790E+04   .9998600  .0103999 -.0131091
T  310  2 .3418652E+07   1200013E-01  .9033E+03  .6528E+03   .9999247  .0082152  .0091120
T  311  2 .3465285E+07   1200024E-01  .2066E+03 -.1247E+04   .9998928 -.0146426  .0000987
T  312  2 .3453471E+07   1200025E-01 -.1861E+04 -.5180E+03   .9996723 -.0246646 -.0068518
T  313  2 .3372331E+07   1200023E-01 -.2235E+04  .2151E+04   .9987786 -.0413779  .0270038
T  314  2 .3401955E+07   1200011E-01 -.5652E+03 -.1995E+04   .9997099  .0143223 -.0193628
T  315  2 .3418436E+07   1200009E-01  .1250E+04 -.1314E+03   .9999678  .0045849 -.0065864
T  316  2 .3403146E+07   1200006E-01  .1596E+03  .9395E+02   .9999876  .0043485  .0024459
T  317  2 .3373155E+07   1200011E-01  .5924E+03  .8856E+02   .9996784  .0173594  .0184856
T  318  2 .3439264E+07   1200025E-01 -.2181E+04  .4686E+03   .9985548 -.0532147  .0075161
T  319  2 .3419354E+07   1200022E-01 -.1582E+04 -.8050E+03   .9996345 -.0192704 -.0189585
T  320  2 .3384754E+07   1200004E-01  .4487E+03 -.1132E+04   .9999292 -.0097112 -.0068741
T  321  2 .3420830E+07   1200012E-01 -.1220E+04  .1899E+02   .9998687 -.0032843  .0158681
T  322  2 .3397163E+07   1200025E-01  .1686E+04  .1825E+04   .9999980 -.0006527 -.0018734
T  323  2 .3432464E+07   1200002E-01  .1221E+04  .1493E+04   .9995172  .0189384  .0246306
T  324  2 .3387361E+07   1200022E-01 -.6575E+03 -.2180E+04   .9997693  .0032767 -.0212276
T  325  2 .3424197E+07   1200009E-01 -.1791E+04 -.1354E+04   .9993564 -.0344305 -.0100677
T  326  2 .3404178E+07   1200006E-01 -.2156E+04 -.1984E+04   .9992410 -.0246581 -.0301552
T  327  2 .3414751E+07   1200025E-01  .2720E+03  .1187E+04   .9998277 -.0107912 -.0151065
T  328  2 .3305099E+07   1200012E-01  .1134E+02  .1402E+04   .9991794  .0345784  .0210931
T  329  2 .3411347E+07   1200022E-01 -.6334E+02 -.9530E+03   .9997765 -.0040347 -.0207519
T  330  2 .3418153E+07   1200020E-01 -.1842E+03 -.6023E+03   .9996490 -.0239295 -.0113710
T  331  2 .3423416E+07   1200019E-01 -.1410E+04 -.4299E+03   .9995246 -.0238885 -.0194926
T  332  2 .3420206E+07   1200025E-01 -.7418E+03 -.4287E+03   .9999448  .0088655  .0056412
T  333  2 .3388383E+07   1200000E-01  .8842E+03 -.3992E+03   .9997404  .0172822 -.0148469
T  334  2 .3328620E+07   1200017E-01 -.1551E+02  .1853E+04   .9996599  .0204380 -.0161998
T  335  2 .3370932E+07   1200008E-01 -.1151E+04  .1709E+04   .9996249 -.0189034  .0198163
T  336  2 .3368912E+07   1200019E-01  .1973E+04 -.7273E+03   .9997383  .0220581 -.0060683
T  337  2 .3407271E+07   1200015E-01  .5284E+03 -.2953E+04   .9997603  .0089062 -.0200002
T  338  2 .3423681E+07   1200005E-01 -.1540E+03 -.3902E+03   .9993541 -.0356714 -.0043596
T  339  2 .3426040E+07   1200006E-01 -.4050E+03 -.7208E+03   .9999983 -.0013084 -.0013104
T  340  2 .3346179E+07   1200007E-01  .7431E+03 -.2925E+03   .9999984 -.0006873  .0016787
T  341  2 .3417746E+07   1200023E-01 -.4899E+04  .8045E+04   .9957422 -.0298147  .0872268
T  342  2 .3375925E+07   1200021E-01  .1992E+04  .2106E+04   .9995762  .0136220  .0257271
T  343  2 .3377055E+07   1200000E-01 -.1097E+04 -.3685E+03   .9999029 -.0104961 -.0091713
T  344  2 .3358380E+07   1200017E-01  .4380E+03 -.1656E+04   .9994218 -.0087685 -.0328508
T  345  2 .3393590E+07   1200012E-01  .6912E+03 -.1448E+03   .9998879  .0091557 -.0118497
T  346  2 .3405897E+07   1200023E-01  .8280E+03 -.7894E+03   .9993362  .0335898 -.0141041
T  347  2 .3358502E+07   1200011E-01 -.4614E+03  .9705E+03   .9988814 -.0381758  .0279021
T  348  2 .3349661E+07   1200004E-01 -.4008E+04 -.2315E+04   .9957958 -.0707932 -.0581300
T  349  2 .3334545E+07   1200017E-01 -.3152E+03 -.7107E+02   .9997599  .0198467  .0092885
T  350  2 .3390148E+07   1200015E-01 -.1255E+04  .3309E+04   .9987261 -.0195742  .0465082
T  351  2 .3478078E+07   1200013E-01  .1118E+03 -.5783E+03   .9999778  .0049108 -.0044977
T  352  2 .3402770E+07   1200013E-01  .1223E+04 -.1161E+04   .9992213  .0256763 -.0299584
T  353  2 .3431419E+07   1200003E-01  .1238E+04 -.2162E+04   .9991997  .0153412 -.0369393
T  354  2 .3364046E+07   1200015E-01 -.4359E+04  .2059E+04   .9777115 -.2073145  .0331815
T  355  2 .3432334E+07   1200022E-01 -.4940E+02  .1648E+04   .9999505 -.0047954  .0087167
T  356  2 .3397272E+07   1200017E-01  .4428E+04 -.4789E+04   .9821620  .0932437 -.1632895
T  357  2 .3346310E+07   1200020E-01  .2737E+04  .3055E+04   .9989348  .0266391  .0376783
T  358  2 .3419990E+07   1200018E-01  .1163E+03 -.1523E+03   .9998898 -.0124097  .0081514
T  359  2 .3393302E+07   1200024E-01 -.2044E+04 -.2764E+04   .9996748 -.0224507 -.0120911
T  360  2 .3477063E+07   1200015E-01  .1437E+04 -.9929E+03   .9994512  .0265526 -.0198076
T  361  2 .3347911E+07   1200008E-01  .2712E+03  .1251E+04   .9997807 -.0193863  .0079218
T  362  2 .3378599E+07   1200024E-01  .1428E+04  .4898E+03   .9993015  .0337680  .0160052
T  363  2 .3413522E+07   1200020E-01 -.1768E+04 -.2042E+03   .9999822 -.0051711 -.0029722
T  364  2 .3361999E+07   1200014E-01  .6096E+03  .2620E+03   .9980050  .0628845 -.0056100
T  365  2 .3318290E+07   1200002E-01  .2540E+03 -.6417E+03   .9997666  .0084566 -.0198784
T  366  2 .3446391E+07   1200005E-01  .5450E+03  .7213E+02   .9999723 -.0029068 -.0068481
T  367  2 .3377670E+07   1200013E-01 -.4167E+02 -.1105E+04   .9998349  .0105454 -.0147989
T  368  2 .3431477E+07   1200015E-01 -.2703E+03 -.2170E+03   .9999925  .0008133  .0037837
T  369  2 .3377229E+07   1200014E-01  .2807E+04 -.1315E+04   .9985027  .0507594 -.0203937
T  370  2 .3413918E+07   1200014E-01 -.6311E+03  .3618E+03   .9998481  .0143680  .0098669
T  371  2 .3326754E+07   1200011E-01  .1234E+04  .1622E+04   .9993893  .0349439  .0000537
T  372  2 .3427952E+07   1200018E-01 -.1608E+04  .5949E+03   .9994960 -.0304398  .0090121
T  373  2 .3378980E+07   1200020E-01  .8045E+03  .3006E+03   .9951281  .0545514  .0821231
T  374  2 .3428240E+07   1200024E-01 -.2368E+04  .7807E+03   .9997332 -.0230942 -.0004639
T  375  2 .3417060E+07   1200017E-01  .1171E+03  .6164E+03   .9997190  .0133827  .0195639
T  376  2 .3394799E+07   1200021E-01 -.9856E+03 -.5491E+03   .9998144 -.0146402  .0125246
T  377  2 .3382613E+07   1200008E-01  .7223E+03  .1191E+04   .9998903  .0079939  .0124661
T  378  2 .3409350E+07   1200011E-01 -.6088E+03 -.9143E+03   .9996181 -.0251410 -.0114739
T  379  2 .3355553E+07   1200016E-01  .4658E+03  .2032E+04   .9996625  .0068582  .0250582
T  380  2 .3361215E+07   1200012E-01 -.8268E+04  .3382E+04   .9926559 -.1075185  .0554433
T  381  2 .3439084E+07   1200015E-01  .1802E+04 -.5445E+03   .9994382  .0290773 -.0166686
T  382  2 .3342800E+07   1200021E-01 -.4071E+04 -.1568E+04   .9994038 -.0335024 -.0083431
T  383  2 .3397232E+07   1200006E-01  .7038E+03 -.2269E+04   .9986261  .0133499 -.0506719
T  384  2 .3366071E+07   1200000E-01 -.2874E+04 -.2455E+03   .9992369 -.0343435  .0186045
T  385  2 .3379670E+07   1200021E-01  .6545E+03  .8473E+03   .9996310 -.0018677  .0270990
T  386  2 .3361021E+07   1200006E-01  .1195E+04 -.1364E+04   .9992356  .0221482 -.0322144
T  387  2 .3377952E+07   1200019E-01 -.1355E+04 -.2938E+03   .9999707  .0019978  .0073936
T  388  2 .3362851E+07   1200007E-01 -.6168E+03  .1118E+04   .9998406 -.0090176  .0154106
T  389  2 .3382299E+07   1200020E-01  .1289E+04  .3288E+03   .9999458  .0103924 -.0006287
T  390  2 .3379240E+07   1200005E-01 -.1050E+04  .5129E+03   .9998373 -.0180112 -.0009681
T  391  2 .3317423E+07   1200016E-01 -.6794E+03 -.4363E+03   .9997583 -.0017154  .0219188
T  392  2 .3447791E+07   1200024E-01 -.2988E+03  .6886E+03   .9999027 -.0131080  .0047807
T  393  2 .3333526E+07   1200003E-01 -.1333E+04 -.3619E+03   .9997987 -.0189281 -.0066478
T  394  2 .3446604E+07   1200008E-01 -.8280E+03 -.4796E+04   .9970823 -.0160594 -.0746262
T  395  2 .3404985E+07   1200021E-01 -.1947E+04 -.2497E+04   .9983226 -.0403385 -.0415306
T  396  2 .3348576E+07   1200007E-01  .1946E+04  .5426E+03   .9880389  .1024497 -.1152523
T  397  2 .3398788E+07   1200009E-01 -.5614E+03  .1969E+04   .9980087  .0014158  .0630598
T  398  2 .3379420E+07   1200016E-01 -.1731E+04  .1165E+04   .9992678 -.0276688  .0264239
T  399  2 .3392713E+07   1200025E-01 -.1360E+04  .2545E+03   .9999219 -.0096506  .0079362
T  400  2 .3358311E+07   1200004E-01  .7991E+03 -.1988E+04   .9995124  .0160029 -.0268129
T  401  2 .3408492E+07   1200003E-01  .1190E+03 -.4075E+03   .9999304  .0036898 -.0112061
T  402  2 .3368695E+07   1200001E-01 -.5679E+03  .2349E+03   .9994549 -.0297850 -.0142405
T  403  2 .3369963E+07   1200023E-01  .1202E+04 -.2073E+03   .9998994  .0095293  .0105084
T  404  2 .3364139E+07   1200002E-01  .2316E+03  .3648E+03   .9994916  .0273339  .0164161
T  405  2 .3399937E+07   1200023E-01  .1108E+03  .6642E+02   .9999939 -.0011821  .0032819
T  406  2 .3419138E+07   1200020E-01 -.8533E+03  .2139E+04   .9989072  .0154762  .0441020
T  407  2 .3432774E+07   1200024E-01  .5993E+03  .8933E+02   .9999861 -.0004234 -.0052511
T  408  2 .3389830E+07   1200024E-01  .2164E+03  .8123E+03   .9997785 -.0178536  .0111469
T  409  2 .3427283E+07   1200022E-01 -.1404E+04  .1662E+04   .9990436  .0205464  .0385958
T  410  2 .3394735E+07   1200005E-01 -.8973E+03  .5868E+03   .9999723 -.0053353 -.0051931
T  411  2 .3411676E+07   1200016E-01 -.2140E+04  .2009E+03   .9998782 -.0130754  .0085180
T  412  2 .3312797E+07   1200007E-01 -.7147E+03 -.7228E+02   .9997185 -.0190767 -.0141073
T  413  2 .3437950E+07   1200019E-01 -.1461E+04 -.3019E+02   .9995992 -.0272125  .0078023
T  414  2 .3436933E+07   1200011E-01 -.6765E+03  .7870E+03   .9997210 -.0054029  .0229960
T  415  2 .3471632E+07   1200022E-01 -.1005E+04  .1200E+04   .9999403 -.0041844  .0100951
T  416  2 .3362656E+07   1200012E-01 -.9161E+03  .9289E+03   .9999795 -.0042502 -.0047948
T  417  2 .3439827E+07   1200022E-01  .1227E+04 -.4153E+03   .9999654  .0082233  .0012348
T  418  2 .3435387E+07   1200021E-01 -.2391E+04 -.2604E+04   .9989271 -.0329587 -.0325341
T  419  2 .3421497E+07   1200005E-01  .8828E+03  .2891E+03   .9997768  .0020781  .0210244
T  420  2 .3322346E+07   1200015E-01 -.2531E+03  .6763E+03   .9998581 -.0105585  .0131245
T  421  2 .3473621E+07   1200018E-01  .2205E+04 -.9065E+02   .9995384  .0303627  .0010281
T  422  2 .3468857E+07   1200021E-01 -.4492E+03 -.1206E+03   .9998056 -.0194911  .0029777
T  423  2 .3386195E+07   1200001E-01 -.5125E+02 -.5957E+03   .9998873 -.0140749 -.0052282
T  424  2 .3353305E+07   1200000E-01 -.2508E+02 -.1777E+02   .9999207  .0118228 -.0043427
T  425  2 .3338001E+07   1200016E-01  .6097E+04  .4438E+04   .9977760  .0358237  .0562114
T  426  2 .3361652E+07   1200015E-01  .5327E+04  .1026E+04   .9978437  .0609365  .0243871
T  427  2 .3433104E+07   1200018E-01  .1004E+04 -.1986E+03   .9992129  .0365823  .0153390
T  428  2 .3436460E+07   1200022E-01  .1344E+04  .7754E+03   .9980207  .0582042 -.0238119
T  429  2 .3357162E+07   1200017E-01  .2796E+04 -.3205E+02   .9995352  .0260579  .0158225
T  430  2 .3379947E+07   1200023E-01  .2029E+04  .5602E+03   .9997209  .0110318  .0208918
T  431  2 .3391855E+07   1200011E-01 -.7007E+02  .6084E+03   .9999266 -.0063719  .0103010
T  432  2 .3424851E+07   1200022E-01 -.1749E+04  .5580E+04   .9944774 -.0226975  .1024672
T  433  2 .3364697E+07   1200007E-01 -.4788E+03 -.1055E+04   .9999315 -.0101576 -.0058087
T  434  2 .3383065E+07   1200004E-01 -.1664E+04  .1513E+04   .9999853  .0053506  .0008707
T  435  2 .3368355E+07   1200009E-01  .3538E+03 -.9601E+03   .9998036  .0153453 -.0125420
T  436  2 .3334455E+07   1200021E-01  .1014E+04  .1964E+04   .9986070  .0250078  .0464623
T  437  2 .3354657E+07   1200010E-01  .1107E+03 -.2016E+03   .9998908  .0033814 -.0143890
T  438  2 .3418587E+07   1200009E-01  .1233E+04  .1274E+04   .9995235  .0189859  .0243372
T  439  2 .3431223E+07   1200007E-01 -.2784E+04  .2041E+04   .9959147 -.0623552  .0653127
T  440  2 .3401314E+07   1200011E-01  .1042E+04 -.2243E+04   .9996285  .0195568 -.0189854
T  441  2 .3438304E+07   1200015E-01  .1017E+03 -.7298E+03   .9999758 -.0021602 -.0066162
T  442  2 .3408413E+07   1200004E-01 -.1453E+04  .7194E+03   .9994846 -.0299663  .0115145
T  443  2 .3426346E+07   1200025E-01 -.2069E+03  .2798E+04   .9996751 -.0174904  .0185438
T  444  2 .3380984E+07   1200007E-01 -.8581E+03 -.8383E+03   .9998648 -.0083589  .0141593
T  445  2 .3345568E+07   1200018E-01  .2590E+04 -.9802E+03   .9992541  .0370236 -.0109753
T  446  2 .3353937E+07   1200005E-01 -.9294E+02 -.2278E+03   .9998843 -.0116699  .0097573
T  447  2 .3400642E+07   1200009E-01  .1303E+04  .2301E+04   .9995887  .0115550  .0262478
T  448  2 .3353786E+07   1200003E-01  .1700E+04 -.1360E+04   .9992387  .0363406 -.0141885
T  449  2 .3425337E+07   1200011E-01  .9127E+02  .3874E+03   .9998940  .0102520  .0103411
T  450  2 .3427746E+07   1200010E-01 -.1980E+03  .5074E+03   .9999117 -.0132492 -.0010319
T  451  2 .3376345E+07   1200012E-01 -.2487E+04 -.1190E+04   .9995873 -.0246204 -.0148001
T  452  2 .3387471E+07   1200024E-01  .1887E+03 -.1102E+04   .9998787  .0021955 -.0154182
T  453  2 .3412589E+07   1200002E-01 -.6591E+03  .1074E+04   .9997009 -.0160350  .0184663
T  454  2 .3409308E+07   1200001E-01  .1165E+04  .1323E+03   .9997857  .0205809 -.0022275
T  455  2 .3396631E+07   1200023E-01  .1823E+04  .1846E+03   .9992493  .0344673 -.0176870
T  456  2 .3444559E+07   1200013E-01 -.5363E+03 -.9928E+03   .9997946 -.0165602 -.0116841
T  457  2 .3352482E+07   1200025E-01  .3153E+02  .3148E+03   .9999231 -.0005460  .0123922
T  458  2 .3386013E+07   1200008E-01 -.3496E+03  .9746E+03   .9995620  .0031680  .0294225
T  459  2 .3365414E+07   1200025E-01 -.3085E+03  .3488E+03   .9999783  .0051960  .0040489
T  460  2 .3405132E+07   1200006E-01 -.1842E+03 -.6047E+03   .9990829 -.0159055 -.0397540
T  461  2 .3400608E+07   1200019E-01  .7714E+03  .5160E+03   .9998982  .0141935  .0014466
T  462  2 .3438602E+07   1200004E-01  .2672E+03  .2453E+03   .9998504  .0172574  .0011813
T  463  2 .3382932E+07   1200021E-01 -.4744E+03 -.3425E+03   .9998843  .0047442  .0144504
T  464  2 .3404173E+07   1200006E-01 -.1065E+04  .2696E+04   .9992405 -.0120664  .0370523
T  465  2 .3456057E+07   1200016E-01  .1682E+04  .8037E+03   .9997127  .0194206  .0140466
T  466  2 .3400152E+07   1200020E-01  .6554E+03 -.5200E+04   .9968093 -.0017966 -.0797995
T  467  2 .3394184E+07   1200023E-01 -.3841E+04 -.3273E+04   .9941746 -.0810362 -.0710627
T  468  2 .3446583E+07   1200023E-01  .1289E+04 -.5807E+02   .9999115  .0131416  .0020570
T  469  2 .3346381E+07   1200020E-01 -.2731E+04 -.4338E+03   .9992688 -.0377709  .0059322
T  470  2 .3358708E+07   1200008E-01  .3253E+04  .8713E+03   .9976313  .0665173  .0175260
T  471  2 .3416750E+07   1200011E-01  .2703E+03 -.8609E+03   .9999047  .0108859 -.0084960
T  472  2 .3425520E+07   1200001E-01 -.4242E+02 -.2831E+03   .9999363  .0089768  .0068349
T  473  2 .3388341E+07   1200025E-01 -.2685E+04  .6831E+03   .9989961 -.0422497  .0148886
T  474  2 .3396345E+07   1200010E-01 -.1223E+04 -.1191E+04   .9996441 -.0218795 -.0152660
T  475  2 .3348405E+07   1200003E-01 -.3552E+03  .1333E+04   .9994015  .0067535  .0339271
T  476  2 .3476285E+07   1200012E-01 -.2715E+04 -.1463E+04   .9997048 -.0232652 -.0070024
T  477  2 .3378452E+07   1200015E-01  .3513E+02 -.1478E+04   .9996808 -.0016057 -.0252135
T  478  2 .3390059E+07   1200002E-01  .2206E+04 -.1835E+04   .9908145 -.1050648  .0851350
T  479  2 .3301526E+07   1200024E-01 -.6938E+03 -.2359E+05   .9614061  .0114558 -.2748948
T  480  2 .3413616E+07   1200014E-01 -.2162E+03 -.7516E+03   .9998660  .0071357 -.0147309
T  481  2 .3378700E+07   1200023E-01  .8455E+03  .6540E+03   .9999319 -.0107764 -.0044818
T  482  2 .3428939E+07   1200018E-01  .4664E+03  .1023E+04   .9998571  .0038044  .0164697
T  483  2 .3441698E+07   1200018E-01 -.1498E+04 -.3502E+02   .9999543 -.0002628  .0095603
T  484  2 .3389278E+07   1200014E-01  .1262E+03 -.4743E+03   .9999883  .0010441 -.0047253
T  485  2 .3400097E+07   1200020E-01  .3405E+04 -.6579E+04   .9951862  .0527112 -.0826195
T  486  2 .3380020E+07   1200023E-01 -.9575E+02 -.2022E+04   .9995595  .0115707 -.0273293
T  487  2 .3381903E+07   1200001E-01 -.6460E+03 -.5264E+04   .9969838 -.0251932 -.0734075
T  488  2 .3429102E+07   1200011E-01 -.4674E+03 -.4336E+03   .9994769 -.0265668 -.0184413
T  489  2 .3409789E+07   1200016E-01 -.9021E+03 -.5591E+03   .9998388 -.0156700 -.0087658
T  490  2 .3336342E+07   1200002E-01  .1168E+04  .1473E+04   .9998085 -.0020250  .0194661
T  491  2 .3354078E+07   1200018E-01 -.1151E+04 -.3158E+04   .9991683 -.0209245 -.0349974
T  492  2 .3380340E+07   1200013E-01  .2015E+04 -.3710E+04   .9909753  .0642544 -.1176410
T  493  2 .3418749E+07   1200010E-01  .3715E+03  .1554E+04   .9988954 -.0020661  .0469444
T  494  2 .3385164E+07   1200017E-01 -.8684E+03  .7183E+03   .9981145  .0234098  .0567396
T  495  2 .3438271E+07   1200008E-01 -.4083E+03  .2100E+03   .9999228 -.0110892  .0055993
T  496  2 .3373849E+07   1200005E-01  .7646E+03 -.4433E+02   .9996652  .0244889 -.0083582
T  497  2 .3410286E+07   1200007E-01 -.4280E+03 -.1116E+04   .9999321 -.0116290  .0007486
T  498  2 .3397691E+07   1200008E-01 -.9098E+01 -.3139E+03   .9998510 -.0078842 -.0153578
T  499  2 .3382811E+07   1200006E-01 -.5987E+03 -.1201E+04   .9996101 -.0254337 -.0115244
