============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(5.48 MeV) ==> Layer 1(  10 mm) =========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T   12  2 .4502811E+07   1000000E+02  .2656E+06  .6158E+06   .9999481  .0053279  .0086832
T   13  2 .4499813E+07   1000000E+02 -.1928E+07 -.2257E+05   .9998253 -.0186405  .0013722
T   14  2 .4517392E+07   1000000E+02  .2625E+05  .4386E+06   .9999567  .0012052  .0092272
T   15  2 .4482017E+07   1000000E+02  .3126E+06  .4128E+06   .9999621  .0084062  .0022628
T   16  2 .4474863E+07   1000000E+02  .3194E+06  .1853E+06   .9999603  .0084950  .0026721
T   17  2 .4496893E+07   1000000E+02 -.1046E+06  .1963E+05   .9999955 -.0024650  .0017193
T   18  2 .4502349E+07   1000000E+02 -.4319E+05  .4780E+06   .9999337  .0014842  .0114223
T   19  2 .4477848E+07   1000000E+02  .2223E+06 -.3433E+06   .9999567  .0015823 -.0091685
T   20  2 .4525512E+07   1000000E+02 -.5471E+06 -.5192E+06   .9999547 -.0070945 -.0063422
T   21  2 .4487702E+07   1000000E+02 -.1331E+06  .2762E+07   .9990347 -.0109811  .0425329
T   22  2 .4463758E+07   1000000E+02 -.3491E+06 -.5167E+04   .9999981 -.0016992  .0009666
T   23  2 .4518568E+07   1000000E+02 -.1361E+05  .9706E+06   .9998610  .0084956  .0143435
T   24  2 .4518144E+07   1000000E+02  .3877E+06  .2902E+05   .9999407  .0097870 -.0047811
T   25  2 .4529830E+07   1000000E+02  .1698E+06 -.3228E+06   .9999710  .0045308 -.0061206
T   26  2 .4482170E+07   1000000E+02 -.8320E+06  .3633E+06   .9998727 -.0154691  .0039132
T   27  2 .4488256E+07   1000000E+02  .1869E+07  .8759E+04   .9996353  .0269681  .0013877
T   28  2 .4526411E+07   1000000E+02  .1708E+06 -.1795E+06   .9999553  .0009757 -.0094029
T   29  2 .4481293E+07   1000000E+02  .1646E+06 -.5389E+06   .9999712 -.0045113 -.0060982
T   30  2 .4500124E+07   1000000E+02  .7350E+05 -.5631E+06   .9999745  .0045868 -.0054802
T   31  2 .4542012E+07   1000000E+02  .1599E+06  .5046E+05   .9999473  .0052097 -.0088452
T   32  2 .4495364E+07   1000000E+02  .9164E+06  .4633E+06   .9998345  .0176436  .0044277
T   33  2 .4497960E+07   1000000E+02 -.2894E+06 -.5946E+06   .9999460 -.0061962 -.0083425
T   34  2 .4510623E+07   1000000E+02  .2296E+06  .2982E+06   .9999933  .0004684 -.0036261
T   35  2 .4486220E+07   1000000E+02  .4178E+06  .1896E+07   .9992608  .0009144  .0384307
T   36  2 .4491735E+07   1000000E+02  .1083E+07  .1384E+07   .9998827  .0085928  .0126757
T   37  2 .4497664E+07   1000000E+02 -.4920E+05  .4459E+06   .9999608  .0005588  .0088343
T   38  2 .4463612E+07   1000000E+02  .1976E+06  .4054E+06   .9999789  .0010674  .0064042
T   39  2 .4540216E+07   1000000E+02  .1302E+06 -.5010E+06   .9999899  .0004412 -.0044692
T   40  2 .4491114E+07   1000000E+02  .1022E+07  .5996E+06   .9998424  .0139269  .0110089
T   41  2 .4473978E+07   1000000E+02 -.6629E+06 -.6166E+06   .9998807 -.0123668 -.0092569
T   42  2 .4471467E+07   1000000E+02 -.8987E+05 -.1153E+06   .9999998 -.0000003 -.0005983
T   43  2 .4483561E+07   1000000E+02  .1174E+06  .2191E+06   .9999845  .0035551  .0042935
T   44  2 .4521372E+07   1000000E+02  .1111E+06 -.3511E+06   .9999526  .0082198 -.0052275
T   45  2 .4531186E+07   1000000E+02 -.8300E+05 -.5893E+06   .9999422  .0025444 -.0104429
T   46  2 .4518560E+07   1000000E+02  .3186E+06 -.2172E+06   .9998651  .0161726 -.0028623
T   47  2 .4516855E+07   1000000E+02  .8481E+06 -.3033E+06   .9998232  .0153430 -.0108682
T   48  2 .4500714E+07   1000000E+02 -.2545E+05 -.1901E+06   .9999370 -.0061281 -.0094038
T   49  2 .4512942E+07   1000000E+02 -.2242E+06  .8623E+05   .9999851 -.0029695  .0045809
T   50  2 .4487527E+07   1000000E+02 -.9159E+06 -.1703E+05   .9998473 -.0173777 -.0018458
T   51  2 .4491576E+07   1000000E+02 -.1474E+06  .1661E+06   .9999955  .0030003 -.0002591
T   52  2 .4561422E+07   1000000E+02  .5401E+06 -.6662E+06   .9997692  .0208568 -.0051482
T   53  2 .4513212E+07   1000000E+02 -.8907E+05  .5968E+05   .9999964  .0008071  .0025717
T   54  2 .4500902E+07   1000000E+02  .1883E+05  .4764E+06   .9999049 -.0002363  .0137884
T   55  2 .4506875E+07   1000000E+02 -.5510E+05  .5175E+06   .9999505  .0033087  .0093782
T   56  2 .4486012E+07   1000000E+02  .5547E+06 -.3562E+06   .9998570  .0141562 -.0092531
T   57  2 .4496764E+07   1000000E+02  .1263E+06  .1015E+07   .9998845  .0028399  .0149321
T   58  2 .4501541E+07   1000000E+02  .2935E+06  .2817E+06   .9999573  .0076541  .0051754
T   59  2 .4489916E+07   1000000E+02 -.6596E+05 -.1301E+06   .9999979  .0018597 -.0008182
T   60  2 .4522138E+07   1000000E+02  .1820E+06 -.4091E+06   .9999519  .0044449 -.0087437
T   61  2 .4495073E+07   1000000E+02  .3613E+06 -.1434E+06   .9999603  .0047187 -.0075629
T   62  2 .4512237E+07   1000000E+02  .1330E+06  .4179E+06   .9999943  .0027047  .0019994
T   63  2 .4476284E+07   1000000E+02 -.4211E+06  .1950E+06   .9999974 -.0004319 -.0022470
T   64  2 .4520795E+07   1000000E+02  .7797E+06  .1094E+07   .9996974  .0204915  .0136088
T   65  2 .4508389E+07   1000000E+02 -.1843E+06 -.4513E+06   .9998769 -.0043149 -.0150871
T   66  2 .4509471E+07   1000000E+02  .7328E+06 -.2491E+06   .9999083  .0131867 -.0030687
T   67  2 .4525658E+07   1000000E+02 -.4712E+06 -.3509E+06   .9999743 -.0061888 -.0036130
T   68  2 .4500606E+07   1000000E+02  .6056E+05  .4963E+06   .9999745  .0007462  .0070991
T   69  2 .4462471E+07   1000000E+02  .1632E+06  .1887E+07   .9996152  .0073891  .0267367
T   70  2 .4511572E+07   1000000E+02  .9906E+05 -.4596E+06   .9999675 -.0012032 -.0079659
T   71  2 .4456931E+07   1000000E+02 -.2835E+06 -.3006E+05   .9999873 -.0019332 -.0046569
T   72  2 .4494228E+07   1000000E+02  .8404E+05  .4966E+06   .9999758  .0062422  .0030568
T   73  2 .4497927E+07   1000000E+02  .9085E+05  .1586E+05   .9999871  .0011265 -.0049458
T   74  2 .4487949E+07   1000000E+02 -.2265E+06  .2180E+06   .9999427 -.0106684  .0009100
T   75  2 .4499516E+07   1000000E+02  .2805E+05  .2809E+06   .9999712 -.0040733  .0063962
T   76  2 .4464235E+07   1000000E+02  .4425E+06  .5349E+06   .9997788  .0099481  .0185282
T   77  2 .4482126E+07   1000000E+02 -.1110E+07 -.4656E+06   .9998263 -.0172957 -.0069392
T   78  2 .4529994E+07   1000000E+02  .4298E+05 -.3997E+06   .9999770  .0007722 -.0067340
T   79  2 .4518709E+07   1000000E+02  .3044E+06  .1726E+06   .9999727 -.0016104  .0072140
T   80  2 .4491627E+07   1000000E+02 -.5836E+06  .8016E+06   .9999352 -.0035501  .0108147
T   81  2 .4525709E+07   1000000E+02 -.2391E+06 -.2441E+06   .9999851 -.0053598  .0010501
T   82  2 .4503054E+07   1000000E+02 -.6933E+06  .6264E+06   .9999444 -.0086764  .0059886
T   83  2 .4526990E+07   1000000E+02  .8381E+06  .2577E+05   .9996125  .0278316 -.0005480
T   84  2 .4489503E+07   1000000E+02 -.1558E+05  .8856E+05   .9999823 -.0015055 -.0057503
T   85  2 .4502633E+07   1000000E+02  .3056E+05 -.1915E+06   .9999976  .0021826 -.0000330
T   86  2 .4485837E+07   1000000E+02 -.2650E+05 -.4687E+06   .9999524  .0005106 -.0097485
T   87  2 .4527421E+07   1000000E+02 -.1607E+06 -.1066E+06   .9999837 -.0046139  .0033713
T   88  2 .4529072E+07   1000000E+02 -.1854E+05 -.1019E+06   .9999849  .0054346 -.0008138
T   89  2 .4495631E+07   1000000E+02  .6890E+06 -.5006E+06   .9996389  .0217174 -.0158230
T   90  2 .4569691E+07   1000000E+02  .8006E+05  .3038E+06   .9998634 -.0037600  .0160947
T   91  2 .4523298E+07   1000000E+02 -.2867E+06 -.1433E+06   .9999740 -.0060836 -.0038699
T   92  2 .4522368E+07   1000000E+02  .1780E+07 -.1575E+07   .9992304  .0361963 -.0151152
T   93  2 .4516753E+07   1000000E+02 -.3050E+06  .2872E+06   .9999764 -.0047594  .0049571
T   94  2 .4500903E+07   1000000E+02 -.2471E+05  .2043E+05   .9999978 -.0013681  .0016179
T   95  2 .4526637E+07   1000000E+02 -.5290E+05  .2237E+06   .9999453 -.0017849 -.0103091
T   96  2 .4533029E+07   1000000E+02  .3421E+05  .4607E+06   .9999625 -.0047787  .0072199
T   97  2 .4484698E+07   1000000E+02 -.9783E+05  .6961E+06   .9999764  .0026976  .0063255
T   98  2 .4481105E+07   1000000E+02 -.7966E+05 -.3778E+06   .9999093 -.0044505 -.0127106
T   99  2 .4457727E+07   1000000E+02  .8020E+06 -.5704E+06   .9999387 -.0016938 -.0109460
T  100  2 .4472026E+07   1000000E+02 -.2114E+06 -.5364E+06   .9998858 -.0103978 -.0109714
T  101  2 .4455007E+07   1000000E+02 -.8226E+05  .1106E+06   .9999410 -.0025776  .0105516
T  102  2 .4490866E+07   1000000E+02  .5435E+06  .1360E+06   .9999562  .0093537  .0002910
T  103  2 .4509073E+07   1000000E+02 -.6962E+06 -.2402E+06   .9999730 -.0073121 -.0007145
T  104  2 .4507468E+07   1000000E+02 -.4134E+06  .7413E+06   .9998284 -.0121612  .0139744
T  105  2 .4495436E+07   1000000E+02 -.2220E+07  .1026E+07   .9993210 -.0321166  .0180555
T  106  2 .4518256E+07   1000000E+02 -.3456E+06 -.5634E+05   .9999958  .0028210  .0006992
T  107  2 .4522263E+07   1000000E+02 -.8591E+05 -.5879E+05   .9999872 -.0006906  .0050196
T  108  2 .4538853E+07   1000000E+02  .3631E+06  .6815E+06   .9999031  .0030827  .0135788
T  109  2 .4489266E+07   1000000E+02 -.1698E+06  .2681E+06   .9999670  .0079378 -.0017162
T  110  2 .4508541E+07   1000000E+02  .1623E+06 -.7073E+06   .9999576  .0026282 -.0088279
T  111  2 .4477050E+07   1000000E+02 -.4120E+06 -.4716E+06   .9999851 -.0027746 -.0046981
T  112  2 .4513990E+07   1000000E+02  .6625E+06  .2423E+05   .9999876  .0049394  .0006613
T  113  2 .4531546E+07   1000000E+02  .3803E+06  .4134E+06   .9999757  .0062681  .0030453
T  114  2 .4473216E+07   1000000E+02  .1590E+05 -.1218E+06   .9999955 -.0026192 -.0014752
T  115  2 .4516569E+07   1000000E+02  .1850E+06 -.1133E+07   .9997568  .0040977 -.0216692
T  116  2 .4493345E+07   1000000E+02  .4053E+06 -.6473E+06   .9999372  .0037674 -.0105574
T  117  2 .4503001E+07   1000000E+02  .2644E+06  .5670E+06   .9999020  .0139652  .0009605
T  118  2 .4524590E+07   1000000E+02  .6805E+06  .1422E+06   .9999576  .0077424 -.0049922
T  119  2 .4496397E+07   1000000E+02 -.5037E+06  .2844E+06   .9999622 -.0069448  .0052389
T  120  2 .4488418E+07   1000000E+02  .8391E+06 -.3803E+06   .9998805  .0138383 -.0068839
T  121  2 .4491985E+07   1000000E+02 -.2541E+04  .3187E+06   .9999829 -.0024655  .0052963
T  122  2 .4487166E+07   1000000E+02 -.5273E+06  .1327E+06   .9998900 -.0142274  .0041862
T  123  2 .4488647E+07   1000000E+02 -.4111E+06  .3184E+06   .9998627 -.0120930  .0113292
T  124  2 .4515914E+07   1000000E+02  .1891E+06  .4605E+05   .9999492  .0068924 -.0073507
T  125  2 .4479533E+07   1000000E+02  .6600E+06 -.3134E+06   .9999105  .0133782  .0002272
T  126  2 .4513774E+07   1000000E+02  .8216E+06  .5650E+05   .9998832  .0143756 -.0051884
T  127  2 .4500121E+07   1000000E+02  .3132E+06 -.1480E+06   .9999693  .0066707 -.0041031
T  128  2 .4511951E+07   1000000E+02 -.4032E+06  .4077E+05   .9999447 -.0087871  .0057703
T  129  2 .4528311E+07   1000000E+02  .4804E+06  .4317E+06   .9999158  .0104998  .0076214
T  130  2 .4518112E+07   1000000E+02 -.3577E+05 -.1318E+06   .9999875 -.0031241 -.0038977
T  131  2 .4510921E+07   1000000E+02  .9277E+05 -.5754E+06   .9999453  .0031264 -.0099794
T  132  2 .4498008E+07   1000000E+02 -.2524E+06  .6620E+05   .9999850 -.0053123  .0013212
T  133  2 .4532286E+07   1000000E+02  .1844E+06  .1883E+06   .9999883  .0039884  .0027192
T  134  2 .4507269E+07   1000000E+02  .4972E+06  .3221E+06   .9996739  .0181405  .0179736
T  135  2 .4535130E+07   1000000E+02  .2727E+06  .1723E+06   .9999724  .0055576  .0049333
T  136  2 .4465570E+07   1000000E+02  .3735E+06  .4847E+06   .9999178  .0106965  .0070745
T  137  2 .4512107E+07   1000000E+02  .2964E+06 -.2420E+06   .9999735  .0042582 -.0059056
T  138  2 .4473274E+07   1000000E+02 -.1803E+06  .2785E+06   .9999954 -.0021738  .0021299
T  139  2 .4469779E+07   1000000E+02 -.1009E+07 -.4949E+06   .9999234 -.0120496 -.0028456
T  140  2 .4473433E+07   1000000E+02  .7631E+05 -.2128E+06   .9999999 -.0001086 -.0003742
T  141  2 .4501660E+07   1000000E+02  .1976E+06 -.4069E+04   .9999633  .0020405  .0083250
T  142  2 .4482629E+07   1000000E+02 -.1005E+03  .8145E+05   .9999735  .0072692  .0004022
T  143  2 .4477747E+07   1000000E+02  .6765E+06  .3126E+06   .9999104  .0128155  .0038609
T  144  2 .4508130E+07   1000000E+02  .4016E+06  .6704E+06   .9998514  .0017194  .0171542
T  145  2 .4494503E+07   1000000E+02 -.5176E+06 -.7849E+04   .9999205 -.0119291 -.0040768
T  146  2 .4495511E+07   1000000E+02  .6095E+05 -.3017E+07   .9996295  .0003938 -.0272175
T  147  2 .4499630E+07   1000000E+02 -.6072E+05  .4712E+05   .9999765 -.0060435  .0032439
T  148  2 .4491973E+07   1000000E+02  .5254E+06 -.8090E+06   .9997415  .0113346 -.0197111
T  149  2 .4507122E+07   1000000E+02 -.1495E+07  .1276E+05   .9992823 -.0378350  .0018379
T  150  2 .4507701E+07   1000000E+02 -.1742E+06  .1776E+06   .9999485  .0068481  .0074964
T  151  2 .4511927E+07   1000000E+02 -.3174E+06  .3458E+06   .9999468 -.0065429  .0079727
T  152  2 .4509769E+07   1000000E+02  .1048E+06  .3555E+06   .9999810  .0049218  .0037184
T  153  2 .4480328E+07   1000000E+02 -.4319E+06  .7392E+06   .9999560 -.0026394  .0090034
T  154  2 .4504579E+07   1000000E+02  .3171E+06 -.4257E+06   .9998873  .0088018 -.0121582
T  155  2 .4530877E+07   1000000E+02  .7440E+06  .9528E+06   .9999345  .0017307  .0113153
T  156  2 .4499508E+07   1000000E+02 -.3173E+06  .4452E+06   .9999069 -.0135624 -.0014685
T  157  2 .4503497E+07   1000000E+02 -.4794E+06  .2421E+06   .9999872 -.0050000  .0007935
T  158  2 .4490146E+07   1000000E+02  .1615E+05  .3384E+05   .9999902 -.0039520 -.0020199
T  159  2 .4429725E+07   1000000E+02  .3111E+07 -.5914E+07   .9880931  .0697354 -.1371462
T  160  2 .4480872E+07   1000000E+02 -.3744E+06 -.5186E+06   .9993631 -.0118786 -.0336505
T  161  2 .4494078E+07   1000000E+02  .3384E+06 -.2148E+06   .9999296  .0117452 -.0016979
T  162  2 .4524196E+07   1000000E+02  .1953E+06 -.4311E+06   .9999853  .0013268 -.0052597
T  163  2 .4485593E+07   1000000E+02  .2736E+06 -.4816E+06   .9999143  .0034573 -.0126305
T  164  2 .4483823E+07   1000000E+02  .9539E+06  .1970E+06   .9998815  .0152865  .0017980
T  165  2 .4487150E+07   1000000E+02  .7630E+06 -.2669E+06   .9999625  .0083825 -.0021627
T  166  2 .4475250E+07   1000000E+02 -.2951E+06 -.7412E+06   .9999087 -.0044724 -.0127478
T  167  2 .4477982E+07   1000000E+02 -.7322E+06 -.2601E+06   .9998517 -.0171847 -.0010801
T  168  2 .4485423E+07   1000000E+02 -.1624E+06 -.5022E+06   .9999838 -.0054426  .0016788
T  169  2 .4532726E+07   1000000E+02 -.2566E+06 -.4601E+05   .9999811 -.0055750 -.0026060
T  170  2 .4520459E+07   1000000E+02  .4752E+06 -.6894E+05   .9997869  .0203741  .0033173
T  171  2 .4459061E+07   1000000E+02 -.4210E+06 -.4570E+06   .9999590 -.0089591 -.0013042
T  172  2 .4495699E+07   1000000E+02  .1861E+06  .1402E+05   .9999843 -.0046345 -.0031401
T  173  2 .4471619E+07   1000000E+02  .2929E+06 -.4708E+05   .9999895  .0038822  .0024404
T  174  2 .4521848E+07   1000000E+02  .1770E+06 -.8771E+05   .9999813 -.0061063 -.0002431
T  175  2 .4485868E+07   1000000E+02  .4268E+05 -.8211E+06   .9999532  .0005867 -.0096605
T  176  2 .4498656E+07   1000000E+02  .4900E+06 -.1115E+07   .9999199  .0051013 -.0115833
T  177  2 .4503028E+07   1000000E+02  .2498E+06 -.7522E+06   .9999507  .0035493 -.0092753
T  178  2 .4530145E+07   1000000E+02  .1370E+06  .2805E+05   .9999916  .0011993  .0039198
T  179  2 .4506601E+07   1000000E+02 -.1533E+06  .6584E+06   .9999504 -.0038890  .0091667
T  180  2 .4496428E+07   1000000E+02 -.9816E+06  .7457E+05   .9998783 -.0155643 -.0010957
T  181  2 .4521315E+07   1000000E+02 -.7212E+06  .4902E+06   .9999386 -.0081596  .0075010
T  182  2 .4518712E+07   1000000E+02 -.9901E+05  .3662E+06   .9999797 -.0058214  .0026003
T  183  2 .4508984E+07   1000000E+02  .8735E+06 -.4145E+06   .9999127  .0111142 -.0071433
T  184  2 .4503226E+07   1000000E+02 -.1850E+05 -.1332E+06   .9999959 -.0000692 -.0028783
T  185  2 .4486693E+07   1000000E+02  .5233E+06  .5492E+04   .9999392  .0092170  .0060480
T  186  2 .4529643E+07   1000000E+02  .7511E+03 -.2547E+06   .9999293  .0009289 -.0118563
T  187  2 .4521128E+07   1000000E+02  .5554E+06 -.9197E+06   .9997850  .0119889 -.0169174
T  188  2 .4493913E+07   1000000E+02 -.1189E+06 -.8939E+06   .9995924 -.0115151 -.0261252
T  189  2 .4484444E+07   1000000E+02  .1032E+06 -.1491E+06   .9999710 -.0020473 -.0073407
T  190  2 .4512221E+07   1000000E+02 -.1262E+06 -.4667E+06   .9998630 -.0047966 -.0158422
T  191  2 .4499270E+07   1000000E+02  .8795E+06  .3076E+06   .9998046  .0123291  .0154539
T  192  2 .4507224E+07   1000000E+02  .4233E+06 -.1507E+06   .9999203  .0125119 -.0016668
T  193  2 .4519952E+07   1000000E+02  .4723E+06  .2115E+06   .9999682  .0076702 -.0021873
T  194  2 .4538728E+07   1000000E+02 -.5895E+06  .3226E+06   .9998913 -.0145121  .0026045
T  195  2 .4523819E+07   1000000E+02  .1154E+06  .5233E+06   .9999861 -.0013299  .0050937
T  196  2 .4506563E+07   1000000E+02  .1494E+06  .1209E+06   .9999419  .0107802 -.0002386
T  197  2 .4522606E+07   1000000E+02 -.2429E+06  .2763E+05   .9999851 -.0012170 -.0053162
T  198  2 .4480287E+07   1000000E+02  .1110E+06  .4059E+06   .9999842  .0045965  .0032241
T  199  2 .4519231E+07   1000000E+02  .1964E+06 -.1995E+05   .9999932 -.0018895  .0031615
T  200  2 .4494470E+07   1000000E+02 -.4954E+04  .3975E+06   .9999670  .0003598  .0081130
T  201  2 .4517004E+07   1000000E+02  .6538E+05 -.4674E+06   .9999795  .0022467 -.0059934
T  202  2 .4483408E+07   1000000E+02  .2599E+06  .1720E+06   .9999591  .0048509  .0076392
T  203  2 .4489961E+07   1000000E+02  .7717E+06 -.2631E+06   .9999304  .0089978 -.0076270
T  204  2 .4516783E+07   1000000E+02 -.2423E+06  .2607E+04   .9999666 -.0081712 -.0001639
T  205  2 .4519723E+07   1000000E+02  .6029E+06  .4218E+06   .9998417  .0132056  .0119265
T  206  2 .4547909E+07   1000000E+02  .1245E+05  .7450E+06   .9998322  .0089724  .0159698
T  207  2 .4541481E+07   1000000E+02 -.5370E+06  .3730E+06   .9998803 -.0107056  .0111747
T  208  2 .4494623E+07   1000000E+02  .1813E+06  .1174E+07   .9997625  .0040973  .0214039
T  209  2 .4509907E+07   1000000E+02  .2708E+06 -.3272E+06   .9999595  .0052458 -.0073180
T  210  2 .4485748E+07   1000000E+02 -.3816E+05 -.3598E+06   .9996821 -.0072320 -.0241557
T  211  2 .4478954E+07   1000000E+02 -.2158E+06 -.3521E+06   .9999933  .0028513 -.0022877
T  212  2 .4503460E+07   1000000E+02  .1113E+05 -.8379E+04   .9999853  .0007049  .0053677
T  213  2 .4534144E+07   1000000E+02  .1181E+06  .6009E+06   .9999394  .0053596  .0096188
T  214  2 .4508639E+07   1000000E+02 -.3791E+06 -.1470E+06   .9999527 -.0021909 -.0094714
T  215  2 .4511582E+07   1000000E+02  .4956E+06 -.1666E+06   .9999280  .0117041 -.0026441
T  216  2 .4549617E+07   1000000E+02 -.8165E+04 -.3460E+06   .9999720 -.0056599 -.0048892
T  217  2 .4522380E+07   1000000E+02  .4830E+06  .4134E+05   .9998797 -.0020337  .0153761
T  218  2 .4500607E+07   1000000E+02 -.1497E+06 -.3396E+06   .9999794 -.0060995 -.0019866
T  219  2 .4496319E+07   1000000E+02  .4390E+06 -.3369E+06   .9999361  .0078967 -.0080876
T  220  2 .4471209E+07   1000000E+02  .7530E+06  .1503E+07   .9993789  .0246755  .0251572
T  221  2 .4524002E+07   1000000E+02 -.5690E+06 -.6883E+05   .9999008 -.0126547  .0061877
T  222  2 .4515628E+07   1000000E+02 -.4179E+05 -.5975E+05   .9999970 -.0010641  .0021917
T  223  2 .4500161E+07   1000000E+02 -.8463E+06 -.6899E+06   .9998743 -.0110392 -.0113846
T  224  2 .4529204E+07   1000000E+02 -.2412E+06 -.4009E+06   .9998720 -.0038960 -.0155172
T  225  2 .4504809E+07   1000000E+02  .6296E+06 -.6527E+06   .9999116  .0095575 -.0092464
T  226  2 .4507191E+07   1000000E+02 -.7538E+06 -.4758E+06   .9991741 -.0393319 -.0102084
T  227  2 .4488330E+07   1000000E+02 -.7265E+05 -.5512E+06   .9999481 -.0060110 -.0082223
T  228  2 .4501077E+07   1000000E+02  .1181E+06 -.4426E+06   .9999361 -.0027960 -.0109568
T  229  2 .4531868E+07   1000000E+02  .2899E+06  .4860E+04   .9999777 -.0064221 -.0018566
T  230  2 .4472702E+07   1000000E+02 -.2290E+06  .3568E+06   .9999107 -.0090340  .0098520
T  231  2 .4473962E+07   1000000E+02  .4572E+06  .9970E+05   .9999151  .0114390  .0062414
T  232  2 .4514547E+07   1000000E+02  .1107E+06 -.9078E+05   .9999706  .0069157  .0033167
T  233  2 .4528120E+07   1000000E+02  .5024E+05  .3421E+06   .9999870  .0022847  .0045683
T  234  2 .4505465E+07   1000000E+02  .3142E+06  .6638E+06   .9998274  .0125533  .0136937
T  235  2 .4489484E+07   1000000E+02 -.4467E+06 -.9215E+05   .9999988  .0004285  .0014777
T  236  2 .4500739E+07   1000000E+02 -.4953E+06  .2122E+06   .9999503 -.0091940 -.0038615
T  237  2 .4516887E+07   1000000E+02 -.2905E+06 -.7034E+06   .9999470 -.0017144 -.0101544
T  238  2 .4477860E+07   1000000E+02  .2416E+07  .1098E+07   .9997847  .0207487 -.0000370
T  239  2 .4495570E+07   1000000E+02 -.6560E+05 -.9451E+05   .9999948  .0011905 -.0030129
T  240  2 .4490608E+07   1000000E+02  .1438E+06 -.4227E+06   .9998657  .0154271 -.0055247
T  241  2 .4489988E+07   1000000E+02  .6679E+06 -.1328E+06   .9999524  .0080823 -.0054680
T  242  2 .4500158E+07   1000000E+02 -.5121E+06  .1201E+06   .9999418 -.0104925 -.0025231
T  243  2 .4517561E+07   1000000E+02  .1690E+05 -.3620E+06   .9999373 -.0015313 -.0110939
T  244  2 .4453814E+07   1000000E+02 -.6081E+06 -.2499E+06   .9996881 -.0249659  .0006201
T  245  2 .4496324E+07   1000000E+02 -.5136E+06  .3463E+06   .9999998  .0005462  .0000755
T  246  2 .4487251E+07   1000000E+02 -.3740E+05 -.1144E+06   .9999983 -.0006427 -.0017169
T  247  2 .4501967E+07   1000000E+02  .2117E+05 -.4935E+05   .9999645 -.0035626 -.0076385
T  248  2 .4498875E+07   1000000E+02 -.3828E+05  .5173E+06   .9999521 -.0062653  .0075228
T  249  2 .4448914E+07   1000000E+02  .3444E+06  .9282E+06   .9999374 -.0042917  .0103318
T  250  2 .4468106E+07   1000000E+02  .3342E+06  .3648E+06   .9999806  .0041918  .0046113
T  251  2 .4460059E+07   1000000E+02  .7304E+06  .9537E+05   .9999567  .0087899  .0030589
T  252  2 .4509249E+07   1000000E+02 -.1332E+06 -.5249E+06   .9998801 -.0106373 -.0112539
T  253  2 .4496488E+07   1000000E+02  .9724E+05 -.2392E+05   .9999960  .0024393 -.0014039
T  254  2 .4531804E+07   1000000E+02  .6181E+06  .1935E+06   .9999855  .0036433  .0039701
